"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"107.04889",-0.0046035,0.009953,0.0074708,0.0017743,0.00048399,-0.0021912,0.00011586,0.00045892
"109.00301",-0.0094174,-0.0036169,0.0065882,-0.0014456,0.015089,-0.0011888,0.0082807,-0.0017491
"110.07108",-0.017061,-0.0022478,-0.0012808,-0.0040329,0.012937,0.012063,-0.021584,-0.0042221
"114.0185",-0.0061408,-0.01252,0.014596,0.015329,-0.0012611,-0.004501,-0.0044377,0.0019529
"115.00257",-0.0029631,-0.0094284,0.0035911,-0.00010449,-0.0061964,0.00080251,-0.010976,0.00068797
"114.98752",-0.0016387,-0.0042845,-0.0052382,0.00073258,0.0022265,0.0044168,-0.0047493,0.0019774
"117.01816",-0.0017125,-0.0062745,0.0062509,-0.022325,-0.0021622,0.014749,-0.0061074,0.0030972
"117.04305",-0.012613,-0.010434,0.013357,0.016231,-0.0037387,-0.033553,-0.015601,-0.0011303
"118.04949",-0.01061,0.012108,0.037652,-0.0064505,0.026301,-0.0055619,0.0042859,0.0012858
"118.02153",-0.0087716,0.0068035,0.00028101,-0.0046365,-0.00098527,-0.019985,-0.013181,0.0011576
"119.016",0.011608,0.022776,0.00060906,0.009571,0.00292,0.0047627,-0.0005325,-0.0017854
"119.02228",-0.015304,0.0039375,0.0055346,-0.0084878,-0.00081719,-0.02221,-0.018515,-0.0046418
"121.02825",-0.018214,-0.010303,0.0044465,0.0087357,0.065561,-0.0081104,0.019416,0.0032796
"123.02703",-0.0092966,-0.014609,0.0039073,-0.010636,-0.00024329,0.01144,0.00045412,0.0023046
"124.02274",-0.015631,0.0014079,-0.00022296,-0.0034102,0.0016662,-0.0076532,0.0023957,0.0013073
"126.00081",-0.0097329,-0.008006,0.0022348,0.0076698,-0.0054136,0.001586,-0.0063969,0.0015567
"128.03423",-0.0031579,-0.010399,0.0032541,0.002846,0.0012112,0.0036796,-0.0041995,0.005991
"129.01831",-0.0042212,-0.0079308,-0.00019485,-0.0029981,-1.5347e-05,-0.002222,-0.0065924,-0.0017999
"128.98885",-0.0050669,-0.014963,-0.012059,0.0086583,-0.0056364,-0.0017994,-0.012489,0.0029559
"130.04991",-0.0054275,-0.0067801,0.00079176,0.00064896,-3.2524e-05,0.0019032,-0.0024698,-0.00057127
"130.04983",-0.0066316,-0.005506,-0.0011782,-0.0006272,0.0040537,0.0073463,0.00020904,-0.00011682
"130.08631",0.00070686,-0.010406,0.0034927,-0.010757,0.0083494,-0.0065473,-0.0093266,-0.0020951
"130.0862",-0.0055348,-0.0095684,0.010581,-0.0044602,0.00089387,0.0061798,-0.0067298,-0.00068563
"131.07031",-0.0069759,-0.0004978,-0.0029779,-0.00098103,0.0061358,0.0055996,-0.011993,-0.0007237
"133.03248",-0.0016252,-0.0087342,-0.0016196,0.005952,-0.00042436,0.00068599,-0.0038254,0.0013078
"133.04936",-0.0076322,-0.0010478,0.01433,-0.010405,0.0060755,-0.0010825,-0.00071101,-0.0011434
"135.04406",-0.0027747,0.0004003,-0.0055174,-0.0014283,-0.0015396,-0.0056714,-0.002726,0.00043873
"136.07574",0.011782,0.0030461,0.00077687,-0.0099973,-0.0020947,0.012375,0.0047086,-0.0014343
"136.07571",0.011151,0.017237,-0.0028797,-0.0035463,-0.002071,-0.002023,0.0075413,-0.0023685
"137.02337",-0.0044206,0.00044124,-0.00374,-0.0031514,-0.0070918,0.0010336,0.0024948,-0.00018423
"138.01865",-0.0017,-0.01007,-0.0031814,-0.0032494,0.0023977,-0.015778,-0.0039926,-2.9293e-05
"138.05496",-0.0027743,-0.0073256,0.00024906,-0.0028562,-0.0010901,0.0043235,0.0039929,3.1674e-05
"138.05494",-0.0025447,0.00055707,0.00031599,-0.0051542,-0.001788,0.0067198,0.0021574,-0.00043986
"140.05354",0.00011234,-0.0062174,-0.0050989,0.00077272,0.01171,-0.0054959,-0.0051563,-0.00046705
"143.03377",-0.0025828,-0.0044436,-0.0044302,-0.0065453,0.00030503,-0.011606,0.0016984,-0.00036446
"144.04445",0.0034879,0.0030269,0.0025593,0.0078262,-0.0027943,0.013075,-0.0036917,0.0011426
"144.06561",0.0040305,-0.0090566,-0.00032178,-0.0080584,-0.0017611,-0.0047674,-0.0051249,0.0014655
"144.06953",-0.031387,0.039311,-0.024795,-0.0079501,0.0088487,0.00086041,0.0015474,-0.00058064
"145.03978",-0.0028514,-0.01642,0.01016,-0.0041359,-0.010595,0.0096079,-0.0088674,0.001383
"146.04483",-0.00058647,-0.012073,0.0024987,0.0022523,-0.00043631,0.00736,-0.0069377,-0.0018303
"147.04399",-0.011613,-0.0057356,0.010577,-0.0085122,-0.0057581,0.0029334,-0.0044801,-0.00053769
"146.96024",0.0013295,-0.0089098,-0.00046164,-0.0023332,-0.0049328,0.017932,0.0028234,-0.0015734
"148.04276",-0.0041504,-0.0074225,0.013898,-0.0033993,0.0048337,0.0040296,-0.0087237,-0.0018803
"148.03944",-0.0087864,-0.017962,-0.0037328,-0.025339,0.0041504,-0.00067145,0.0011037,0.0030478
"150.04122",3.6802e-05,-0.010263,0.0098936,-0.0020951,-0.00013879,0.01518,-0.0010912,-0.0010944
"150.05502",-0.013989,-0.021256,0.0013008,-0.02771,0.0026294,0.012376,0.0037669,0.002041
"151.01455",-0.0032827,-0.010125,0.0082358,-0.012455,-0.0059157,0.0024826,0.0038486,0.0013063
"151.01373",-0.0091186,-0.0014308,0.0021213,1.9966e-05,0.015578,0.0022203,0.0063677,0.00018886
"151.03899445",0.0053246,0.00048066,-0.0015454,-0.0069328,0.0029711,0.013299,0.0086019,0.00098346
"152.08179",-0.0081197,-0.0030389,-0.011304,-0.0019627,0.016066,0.010688,-0.00074095,0.00054998
"155.03388",-0.0052392,-0.013596,0.00031646,-0.0091544,0.011801,0.0054711,-0.015641,-0.0024519
"155.03402",0.0036671,0.0023133,-0.00323,-0.0064665,-0.00478,0.0031293,-0.0015932,0.0010677
"156.02905",0.0012533,-0.020532,0.018364,0.042232,-0.0095565,0.0019652,-0.0042206,0.00069042
"156.06567",0.0024495,0.007585,-0.0040408,0.0018033,0.0032493,-0.0034055,0.0029526,2.5232e-05
"156.06568",0.008662,-0.0026305,-0.0078976,-0.0037974,4.2065e-05,0.0040002,0.0011767,-0.00010497
"157.01325",0.0025164,0.0050869,-0.013552,-0.007041,-0.0023838,0.0040349,-0.017965,0.00047754
"158.08123",0.0062338,0.0090481,-0.0073795,0.0019054,0.0064801,0.0053437,0.0044023,0.0003782
"159.06531",-0.0070195,0.0028001,-0.015761,-0.020554,-0.0072893,0.0053982,0.014613,0.0033655
"160.03943",-0.003279,-0.00060266,0.0098201,0.0093809,0.0091997,0.0012804,0.0058474,-0.0028629
"160.03945",-0.00097467,0.0035879,1.2089e-05,-0.0088172,0.0039745,0.0067355,-0.0023704,-1.7796e-05
"160.03948",0.0050519,0.0090074,-0.0091276,-0.0071506,-0.0039927,-0.0008794,0.0039979,0.0018206
"161.0809",0.0070528,0.0039439,0.0019089,-0.0089798,0.0024018,0.01492,-6.642e-05,0.0012351
"164.06347",-0.010533,0.0051864,0.039898,-0.0049881,0.024768,-0.0061941,0.0091919,0.00013412
"165.06595",-0.015823,-0.0020048,-0.0021723,-0.021284,-0.0092722,-0.027635,0.020452,0.0053446
"166.04991",-0.0034359,0.00030906,-0.00054626,-0.00089319,-0.0050235,-0.0046974,0.005086,-0.0017862
"166.0975",-0.0086436,0.026195,-0.0078538,-0.0009446,0.052243,0.011856,-0.0048282,-0.0035198
"167.02021",-0.0091417,-0.021255,0.0078534,-0.0066961,-0.0076291,0.0068247,0.01027,-0.0026203
"168.02694",-0.00075689,-0.0084112,0.0036888,-0.00095339,-0.00042604,0.0023214,0.0052032,0.00016953
"169.0497",0.0059263,0.0058641,-0.0090589,-0.0051387,-0.0069485,0.0013798,0.0010502,-0.0013979
"170.04508",0.0067908,0.0026799,-0.0054137,0.0020674,-0.0016341,0.0040698,-0.0029153,-0.00022844
"172.02188",0.0034848,0.0045853,-0.0035139,0.0028392,0.0082247,0.0023611,-0.0056477,-0.00034337
"173.04478",0.00080651,-0.0085107,-0.002708,-0.012937,-0.0020879,0.0044696,-0.0060502,0.0028044
"175.02411",-0.0035714,-0.0037948,0.0044998,-0.0055055,0.0019189,-0.0044838,-0.0036631,0.0025479
"176.03433",0.0016965,0.0047687,0.0027013,0.016501,-0.0015915,-0.0013845,0.0036036,-0.00061753
"178.05009",0.0010568,-0.0017429,-0.0051775,-0.00044435,-0.0032415,0.0015846,0.0039263,0.0004529
"180.03268",-0.0032176,-0.0059417,-0.0031521,0.0080648,-0.0022764,0.0011614,-0.00049792,0.000402
"180.04234",-0.035387,0.0102,0.018649,-0.0063473,-0.030558,0.0051058,0.0001046,-0.0015579
"181.01694",-0.0066543,-0.01346,-0.0059015,-0.0067628,-0.0048724,0.01904,-0.00542,0.0010919
"181.01694612",0.01727,0.019288,-0.0014695,-0.019186,0.0063427,0.0049222,-0.0019431,-0.00082176
"181.04977",-0.0035366,0.001133,-0.0016639,-0.030731,-0.0065224,-0.018803,0.0015601,0.00078812
"182.01982",-0.015551,0.0069162,0.0012772,-0.0044448,-0.013504,0.017394,-0.071427,0.0029698
"183.0921",0.015544,0.013553,-0.010255,-0.013558,0.0042481,-0.015722,-0.0048162,0.0048119
"186.03987",0.0031405,-0.0018239,-0.0062931,0.00077119,0.010019,0.0018468,-0.0051803,-0.00087442
"186.07648",0.0084869,0.0039656,-0.0059239,-0.00014753,0.00054179,0.00073501,8.3611e-05,-0.0014169
"187.03512",0.0063303,0.002992,-0.00099439,-0.0029735,-0.0024815,-0.0018214,-0.0019992,-0.0025117
"187.00912",-0.0018243,-0.0024805,-0.0056042,-0.00025452,0.002821,0.004628,-0.0042672,-0.00030383
"187.08426",0.016854,0.024857,-0.0075653,-0.0020188,0.0016439,-0.0087139,-0.0086156,0.0057008
"188.05576",-0.0053101,-0.00099844,-0.0026734,0.00093991,0.0019654,0.0028818,-0.014159,-0.0017498
"189.03978",8.5465e-05,-0.0066281,-0.0027274,-0.0054591,-0.0046216,-0.00086956,-0.002888,-5.8456e-06
"189.07625",0.0036167,0.0077513,-1.1316e-05,-4.0341e-05,0.0030754,-0.005097,-0.0030507,-0.00048559
"190.07146",0.00048236,0.0023105,-0.00059992,0.00026706,0.0036616,-0.003779,-0.0061599,-0.00033568
"192.05886",-0.0041774,-0.027263,-0.0071176,-0.02844,0.0047322,-0.043466,-0.015963,-0.0057774
"192.06601",0.0041886,0.0035189,-0.0051883,-0.007312,-0.0013883,0.0011912,-0.00057894,0.00074828
"193.04994",-0.0047312,-0.0067862,0.010181,-0.016108,-0.0039661,-0.024406,0.0013869,-0.0036514
"194.04849",-0.0041721,0.026507,0.026312,0.045717,0.0047241,0.00025422,0.0052551,-0.0023348
"194.04852",-0.03196,0.00075524,-0.0092432,0.011818,0.017851,0.011248,0.047609,0.002352
"199.06041",-0.0016441,-0.0077735,0.0017979,-0.010789,-0.0025897,-0.0047096,-0.0024007,-0.00095139
"199.06069",-0.0038309,-0.0055542,0.0066027,-0.010738,0.0010725,-0.0051096,0.00052697,-0.0012914
"199.09697",0.00086446,-0.0011604,-0.002016,-0.0054052,0.0077693,0.0020772,-0.0069977,0.00061568
"200.04047",-0.0023218,-0.0066945,-0.0017779,1.7032e-05,0.0025964,0.00021083,-0.0044861,-0.0017419
"200.05592",-0.0011013,-0.012917,-0.0015409,-0.0039723,0.0017017,0.0051034,-0.0035732,-0.0013757
"201.07635",0.00059119,-0.0037498,0.0035508,-0.005211,-0.0085567,0.0016869,8.1848e-05,0.00069011
"202.09068",-0.0017983,0.0001518,-0.015307,-0.024273,-0.0016225,-0.0036186,-0.011395,0.00031189
"202.10774",0.00079633,-0.0038537,0.0028877,0.0026893,0.010777,-0.0094338,-0.0011214,0.00029768
"203.05565",0.017721,0.021151,-0.0021907,-0.0061706,-0.010956,-0.010179,-0.0067015,0.0015349
"204.05095",-0.0054075,4.9279e-05,0.0012827,-0.0011037,0.0044804,0.0032816,-0.0025136,0.0011024
"205.07119",0.0052678,0.0017762,-0.0013874,-0.0083264,-0.0033201,0.0018821,-0.0024914,0.0014071
"207.03838",-0.0051631,-0.0063672,-0.010796,-0.00037297,0.0046948,0.00029333,-0.0096142,0.00093265
"211.06066",-0.0027629,0.030325,-0.010307,-0.0069958,0.0037117,-0.00057454,-0.0058916,-0.0020584
"212.05621",0.015444,0.019235,-0.011257,-0.0041703,-0.002078,-0.00086855,-0.0038043,-0.0012589
"212.05615",-0.0027624,-0.009456,-0.0049656,-0.0044983,0.0033486,0.011856,-0.0071875,-0.00076008
"212.0746",-0.0030375,-0.0060508,0.00039122,0.005996,-0.00028321,0.0016397,-0.0025833,-0.003644
"212.92053",0.004149,-0.011077,-0.00034504,0.0036422,-0.0037332,0.0060044,0.0037063,-1.8184e-06
"213.03178",-0.010253,-0.0090023,0.00093765,0.0011365,-0.0067456,0.0063152,-0.00068975,0.00038864
"213.08182",-0.0094189,-0.0061722,0.0084485,-0.00082666,-0.0032967,-0.0046309,-0.012082,0.00021807
"213.0874",-0.0002946,-0.0078287,0.010651,0.0056238,-0.0015864,0.0071656,-0.006751,0.00083003
"214.01751",0.0066069,0.032042,0.0091241,0.0075612,-0.0029907,-0.01999,0.024954,-0.0025951
"215.03227",-0.0063328,-0.0055554,-0.0065524,0.010844,0.013752,0.0011401,-0.0081515,0.0011566
"216.0333",-0.0063842,0.00048032,0.0073503,0.010899,0.0079454,0.0054007,-0.0093418,0.0018713
"217.10788",0.014758,0.021865,-0.0071022,-0.0012496,-0.0074416,-0.015462,-0.007173,0.00032872
"218.103",0.0041753,0.00040139,-0.0030279,-0.0040359,0.0038938,-0.00051061,-0.00099648,0.0011494
"219.05064",-0.0033345,-0.0069306,-0.0037449,-0.0091254,-0.0026118,0.0006685,-0.0038332,0.00079271
"220.08235",-0.0010703,0.00022916,0.0031451,0.0044501,0.0008506,-0.0027654,-0.0050603,-0.00028817
"221.06642",0.00043883,0.00044902,-0.00062575,-0.003179,-0.0018193,-0.0051367,-0.0069385,-0.0018858
"222.04024",0.0010795,0.0042523,-0.0095771,0.004618,0.0087591,0.0036033,0.0050034,-0.00073387
"222.99162",-0.006969,-0.0040635,-0.0064416,-0.0033142,-0.0067423,-0.00026566,-0.010544,0.0013009
"223.0973",-0.0014099,-0.0033752,-0.002887,-0.003343,0.010396,0.005264,-0.0015383,-0.00051998
"224.09258",0.0062217,0.014885,-0.0015297,0.011791,-0.0071478,-0.0013233,0.0082726,6.2611e-05
"224.0563",-0.00031427,-0.0058514,-0.0018352,-0.0039646,0.002564,-0.0026534,-0.0069233,0.00037318
"224.09255",0.0021372,-0.0051232,-0.0032695,0.017028,-5.1061e-06,0.0088409,0.0091379,0.0010971
"225.06131",-0.0032569,-0.0067075,0.0068342,0.0023688,-0.0031658,-0.0083021,-0.011145,0.0017028
"225.11278",-0.0052132,-0.0046203,-0.0013509,0.0033167,0.016897,0.0020388,0.0030209,0.00016713
"225.11287",0.003941,-0.0052064,-0.0085946,-0.016128,0.0020144,-0.0013899,-0.0027751,0.0029681
"225.22213",0.0062303,-0.0050775,0.0042979,-0.0041765,0.0029633,-0.0058687,-0.00672,0.0014075
"227.02293",0.014135,0.028711,-0.014579,-0.0046334,0.00089572,-0.0059896,0.0029859,-0.0024055
"228.05125",-0.0037909,-0.0095911,0.0021031,-0.010571,0.00086194,0.0078097,-0.0032873,0.00057887
"229.11902",0.016409,0.024052,-0.0043956,-0.0020797,-0.0040152,-0.019871,0.0033503,-0.0046975
"230.10337",0.017237,0.018995,-0.00084014,0.0039126,-0.0039073,-0.0041734,-0.0090683,-0.00017935
"231.13455",0.0025868,-0.0037346,0.0046788,0.0012978,0.0010109,0.0055559,-0.0053908,-0.0015586
"232.02846",0.0032832,0.00059631,-0.0068009,-0.010023,0.0029213,-0.0092513,-0.0035478,0.00034387
"233.06655",-0.0027547,-0.012492,0.002717,-0.013832,-0.0088927,-0.00069454,0.00034239,0.00091674
"235.08229",0.015662,0.018637,-0.006356,-0.00084271,-0.0067696,-0.0050026,-0.00027731,0.00033091
"236.09603",-0.0031353,-0.0054019,-0.0026626,0.0065864,-0.0035127,0.0011228,-0.00040445,0.00034846
"236.09245",0.0020623,0.0087661,0.0005409,-0.0020492,0.0036585,0.0054649,-0.0022647,-0.00079661
"236.05651",0.00072182,-0.0013442,-0.0078085,-0.0099438,-0.016252,-0.00059413,0.0025312,0.0021319
"237.06138",-0.0062042,-0.009127,-0.0021867,0.0020086,-0.0060308,-0.00026792,-0.0079417,-0.00034766
"237.08814",-0.0013135,-0.0073021,0.007384,-0.011028,0.0064754,-0.0021206,-0.0062889,-0.0012313
"239.05605",0.0019772,-0.0058714,-0.0017997,-0.0081658,-0.011774,0.00094913,-0.01108,-4.6617e-05
"241.01186",-0.0020598,9.6437e-05,-0.0038368,-0.0074586,-0.0060737,-0.0011577,-0.022424,0.00064061
"241.18076",0.0023783,0.0013124,0.00024437,-0.0021171,-0.0072692,0.0059858,0.0012616,-0.00070777
"241.10577",0.0033347,1.9426e-05,-0.0021931,-0.0080409,-0.0060788,-0.00479,0.0042357,0.0013996
"241.07946",0.029749,-0.0028784,-0.00028635,0.025519,-0.0033496,0.032022,0.0082705,0.0081652
"242.06719",0.0010538,-0.0039137,-0.001503,-0.0019469,-0.0032995,0.0012357,-0.014557,-0.00038869
"242.94364",-0.0047061,-0.0051044,-0.0041967,0.0023566,1.8467e-05,0.0020352,-0.0047773,0.0005731
"243.0512",0.01787,0.014977,-0.0087484,-0.010237,-0.0095977,-0.0055049,-0.0074784,-0.00099754
"243.09837",0.0018463,-0.0038027,0.0084049,-0.012032,-0.0090252,-0.0036866,0.0016628,0.00096215
"243.12395",0.018196,-0.0087482,0.00020208,0.0017347,0.008659,-0.0065714,0.00074006,0.0010576
"244.08273",0.0032306,0.0034442,0.0063879,0.00049814,0.0017126,-0.0061636,0.003175,0.00048729
"244.1745",-0.0028671,0.0052691,0.0078495,-0.0027514,-0.00074372,-0.01063,0.0088724,-0.000571
"244.09364",-0.0010316,-0.0057663,-0.0070656,-0.0002922,0.0091851,0.0075422,-0.00022553,0.00046313
"244.96378",-0.0014047,-0.0019243,-0.0090578,0.0017622,0.0057758,0.0042231,-0.0060914,-0.0033678
"245.06682",-0.0031348,-0.012169,0.0021891,-0.01094,-0.010734,0.0041803,-0.012596,0.00095292
"246.09847",0.0020437,-0.0028007,-0.0029969,0.0043954,-0.0015637,0.011394,-0.0063357,-0.00028109
"247.08236",-0.006514,-0.0065137,-0.0011633,-0.0095914,-0.0036288,0.0045603,-0.0045616,-0.0013993
"248.11408",0.00025448,-0.00042765,0.0077058,0.005098,-0.001117,0.0098124,0.00038661,-0.00050618
"249.06159",0.0016777,-0.00011953,3.6721e-06,-0.0077057,0.0007933,-0.011091,-0.0043428,0.00088826
"251.04578",0.024986,0.0034157,0.009571,0.024999,-0.011191,0.039528,0.0097016,-0.005903
"251.0727",-0.001779,-0.0084182,0.011297,-0.005995,-0.0015249,0.001328,-0.00035411,-0.00037713
"251.07767",-0.00086478,-0.0026817,0.0030747,-0.004865,-0.0021215,-0.0040937,-0.000509,-0.0013522
"253.0647",-0.0052927,-0.0029151,0.0087563,-0.022584,-0.012051,0.0068707,0.0092878,-0.0021298
"253.09319",-0.0027882,0.00067822,-0.0028883,0.00021744,0.0021118,-0.0053433,-0.0066864,0.0010132
"253.11921",-0.0029286,-0.0023107,0.0022605,-0.0097797,-0.012084,-0.00086375,-0.017325,0.0013543
"255.08762",-0.01047,-0.014025,-0.001235,-0.0096665,0.0010419,0.010445,0.00020166,-0.0011737
"255.1603",-0.0011204,-0.0025946,0.0014577,-0.0062701,-0.0003224,0.0041911,-0.0016726,6.0151e-05
"255.08778",0.014678,0.020621,-0.011753,-0.009476,-0.008182,-0.0031652,-0.0046507,-0.00094209
"257.06713",-0.0046742,-0.0098965,-0.0041156,-0.010588,-0.018011,0.0030303,0.0049469,0.0011811
"257.17569",0.0027896,-0.0070541,-0.0070063,0.0034447,-0.0091384,-0.0072149,0.010635,0.00056072
"257.08235",0.014034,0.01676,-0.011869,-0.0031411,-0.014061,0.014862,-0.015237,-0.00048103
"257.12951",0.001451,0.0051226,-0.019575,0.0036088,-0.013248,0.006514,-0.0039722,0.0047445
"257.10339",-0.0034512,-0.0098868,0.00029636,-0.010202,-0.0067872,0.0020443,-0.0058316,-0.0021623
"258.03847",-0.00093202,0.004734,0.0056791,0.01175,0.0064387,0.0011486,-0.00061489,-0.0012584
"258.09861",0.012903,0.025998,-0.0082415,-0.0058647,0.0011129,-0.011564,-0.0012612,-0.00053994
"258.12791",-0.0067541,-0.004102,0.0054398,-0.001484,-0.00058934,0.0050003,0.00048033,-0.00071832
"260.11435",-0.00079435,-0.0017797,-0.0062753,-0.0043216,0.0044478,0.0038963,-0.0020052,0.00048445
"261.06187",-0.00088796,-0.009437,-0.0028493,-0.0049955,-0.0033062,0.0014078,-0.0027957,-5.4994e-05
"261.1348",0.007749,-0.0174,0.0075826,-0.00098728,-0.0052142,0.01817,-0.0061994,0.0016527
"262.62035",-0.021152,-0.018962,0.017047,0.006329,0.00024419,-0.027987,0.0047133,0.0009476
"262.93039",-0.0023017,-0.011155,-0.011359,-0.0016323,0.0095987,-0.0079959,-0.0078192,0.00013175
"263.09726",0.013943,0.021952,-0.01811,0.0012506,0.0089153,-0.015598,0.0036301,-0.0021488
"265.14799",-0.0058253,-0.0046825,-0.0016049,0.005789,0.0013412,0.0014061,0.0025213,0.0010239
"266.08905",-0.003528,-0.00033465,-0.0010575,0.0060417,0.0058989,-0.0043005,-0.00039489,-0.00035647
"269.06714",-0.0047884,-0.0026135,-0.0052748,-0.0089221,0.0065392,-0.001793,-0.0062423,0.00076245
"269.21212",-0.005101,-0.0048425,-0.0031894,0.010991,-0.0039939,0.0038947,0.0011805,-0.00067158
"271.04991",0.0027463,-0.0071706,-0.00084912,0.00040472,0.00088557,-0.010324,-0.00022992,-0.00015795
"271.22792",-0.0041231,-0.0012692,0.0083432,-0.0032672,-0.0020771,-0.00061087,0.0052211,0.0027661
"272.12967",-0.014635,0.0063272,-0.010473,0.011272,-0.0045196,0.0050013,0.0063295,-0.00026546
"272.1199",7.7243e-05,-0.0013877,-0.0057934,-0.0047265,-0.001306,-0.0079143,0.0041906,-0.00058988
"272.1619",0.0055062,0.0074611,0.0019839,-0.0047839,0.0085601,-0.00091067,-0.0016228,-0.00084716
"272.95942",-0.0033056,-0.0042716,-0.0090986,0.0012761,0.0063806,0.0057403,-0.0059437,-0.00037835
"273.09844",-0.01103,-0.017657,0.0014084,-0.0048554,-0.0085307,0.00045731,-0.0065702,-0.0008448
"273.06223",-0.0033591,-0.0075176,-0.00033793,-0.0085655,-0.011499,-0.0068164,-0.003393,-0.00014681
"274.00373",0.00021413,0.0037546,0.0036803,0.014175,0.0084949,0.0013416,-0.0014109,0.00041444
"273.96042",-0.0033929,-0.0043509,-0.0093763,0.0013227,0.0067243,0.0059889,-0.0060483,0.0009882
"274.105",-0.0029256,-0.017274,0.0056431,-0.0036349,0.00067588,0.0027037,-0.0042304,0.00187
"274.14135",0.0072533,-0.0053466,0.003957,-0.0018424,0.00028868,0.002901,-0.0051768,0.00043754
"275.14443",0.002647,0.01199,-0.041723,-0.012997,0.003775,0.040798,0.053935,-0.0075611
"275.1768",0.030838,-0.0091407,0.033026,0.0018647,0.0096042,-0.0069507,-0.0079623,0.0039212
"275.08931",0.0021127,-0.0024991,-0.0031399,-0.0054872,-0.0070441,-0.003622,-0.0033819,0.0017344
"277.0931",-0.0026148,-0.0088724,-0.00012123,-0.0033205,-0.011138,-0.0022833,0.0042394,0.00095566
"278.11887",-0.025439,-0.0086144,-0.031337,0.010475,0.0011283,0.0038193,0.030544,0.0055743
"278.11504",0.015332,0.015314,0.00064931,0.0047671,0.0046826,-0.0056016,-0.0023684,-0.00035432
"279.09323",0.0092217,-0.034344,0.0193,0.024074,-0.0038397,-0.040425,-0.023163,0.0044864
"279.17169",0.013887,0.014349,-0.0014826,0.0025833,0.0010549,-0.03577,-0.0036881,-0.0033417
"279.17168",0.031915,-0.0096457,0.0083855,-0.011556,-0.0044306,-0.0094718,-0.00033506,-0.0081095
"280.02877",0.00068223,-0.001576,0.006226,0.012614,-0.0015796,-0.0040129,-0.00083598,-0.0011838
"283.05644",0.0067986,-0.0070875,0.0087234,0.045883,-0.0027335,0.012088,0.0040435,-0.0038608
"283.09414",-0.0070953,-0.021173,-0.0029716,-0.0080955,-0.0029447,-0.0011533,-0.0050976,0.0014472
"285.08442",0.0061981,0.024121,0.029699,0.0026655,0.020403,-0.012225,0.0095914,0.0021577
"286.97502",0.0038182,0.0081637,-0.013506,0.0012033,0.0076557,-0.00073199,-0.0075556,-0.00213
"287.05636",-0.0065765,-0.0048554,-0.016515,-0.00514,0.0010218,-0.0060439,-0.010449,0.0016929
"287.07731",-0.00064606,0.0045452,-0.0038501,-0.0054518,-0.0079141,-0.0014096,-0.017417,0.00031501
"288.10959",0.00075414,0.0040852,0.0011963,-0.00037536,-0.0010677,-0.0041543,-0.0025352,-0.00078085
"288.93676",-0.0046907,-0.00093825,-0.0065466,-0.0040471,0.0059896,-0.00096582,-0.0059925,0.0022446
"288.97225",-0.00037922,-0.0001495,-0.011002,0.00060754,0.0076143,0.0028132,-0.0069809,0.0017534
"289.94905",-0.003147,-0.0051596,-0.0084374,0.0085005,0.0056357,-0.0011615,-0.0067552,0.00079266
"290.93423",-0.0046438,-0.00071692,-0.006797,-0.0039866,0.0062743,-0.0012951,-0.0061168,-0.00041191
"291.09882",-0.002637,0.0058853,-0.0055417,-0.0045713,-0.016424,-0.0087276,-0.013716,-0.00015556
"292.08066",0.011349,0.014609,0.00073063,0.04999,-0.011096,-0.0039443,0.0095689,-0.0035844
"296.94358",0.0085269,-0.0090692,-0.00062474,0.010557,-0.0043248,0.0064886,0.0035033,0.0028246
"297.10954",0.0071523,-0.0033371,0.0060227,-0.0018944,-0.0076603,0.0037115,-0.00023792,-0.0018685
"298.08704",-0.0050563,-0.00096225,0.011094,-0.0099655,0.0028287,-0.0035555,-0.011483,-0.0016186
"298.06345",-0.0025106,-0.026756,0.043934,0.019934,0.02273,-0.045695,0.005164,0.0033541
"299.05406",-0.015099,-0.017964,0.0090458,0.00068564,0.0062025,0.0057319,0.0063866,0.00050522
"299.00637",0.007398,0.024799,-0.0015892,0.0096336,0.0017215,-0.0043539,-0.0025866,0.0027853
"300.03928",-0.027548,-0.013773,-0.033647,0.02068,0.0010001,0.0012312,-0.045656,0.0034267
"301.09339",0.013287,0.019093,-0.0060856,-0.0080452,2.1524e-06,-0.012472,-0.011706,-0.0012479
"303.16088",0.013096,-0.0083859,0.012857,-0.024277,-0.0059391,0.035876,-0.0087528,-0.0025872
"304.10437",-0.0026912,-0.0054147,0.0080021,-0.001231,0.0014864,-0.0081287,-0.0032999,-0.00014903
"305.13552",-0.00054866,-0.005721,-0.0047541,-0.016671,-0.011023,-0.0024447,0.0061711,0.00059404
"309.20507",-0.0058302,-0.0025586,0.0097351,0.0037933,0.0086944,0.0028387,-0.0042472,-0.0001127
"311.09891",-0.00047761,-0.0032164,-0.0048511,-0.0051602,0.0014011,-0.0058258,-0.013889,-0.0010158
"313.09371",0.014302,0.020374,-0.0089518,-0.011317,-0.0092585,-0.016193,-0.01086,-0.0004508
"313.23858",-0.0022207,-0.0034365,-0.00029326,0.0057558,-0.0034243,0.00015472,-0.0025189,-0.00067551
"314.05029",-0.03536,-0.01558,-0.0094076,-0.025248,0.0092223,-0.037909,-0.0064538,-0.013523
"314.1252",-0.0017477,-0.015366,0.013493,-0.00083485,0.00021445,0.0095607,0.0044964,0.0010534
