"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"234.08988",0.013453,0.020822,-0.0057399,0.0047048,-0.0014157,-0.0074562,-0.0046481,-0.0011678
"234.11351",0.0053461,0.01693,-0.0027304,-0.010609,0.0028948,-0.0076062,-0.0078531,0.00095209
"234.07706",-0.0073954,0.00093473,0.020549,-0.00036415,0.0015422,-0.001813,-0.0011897,-0.002267
"235.07885",0.012451,0.025735,-0.0080606,-0.0089771,0.0027252,-0.01366,-0.0027851,0.0011174
"236.09246",-0.010247,-0.014777,-0.0086635,-0.00084178,-0.001971,-0.00074641,0.0044144,0.0016143
"237.11313",0.0081836,0.011249,0.000574,0.0084283,0.0072335,0.00052138,0.0027032,-0.0020321
"238.07185",-0.00017416,-0.0052106,-0.0051864,0.00121,0.0060619,0.0058779,-0.0041776,0.00084658
"238.07739",-0.0042176,-0.020805,-0.0055447,-0.033466,0.005901,-0.0032543,0.0042817,-0.00056575
"238.57894",-0.0079665,-0.014585,0.0052187,-0.032258,-0.0083004,-0.00998,0.0083485,0.0039979
"239.07715",-0.0080385,-0.0066302,0.0001749,0.0036734,0.0053714,-0.0048699,-0.0018401,0.0011858
"239.12624",-0.0027476,-0.002405,0.0047259,0.0039108,-0.016142,-0.0079069,0.00040344,0.00091185
"239.09229",-0.003653,-0.0018356,-0.010162,-0.00026311,-0.0059595,0.00014432,-0.00076396,-0.00078926
"239.12889",-0.0034588,0.0053311,0.0054431,-0.004192,0.0010445,-0.001083,0.0023043,-0.00058746
"240.05144",0.0031205,0.0014791,-0.00456,-0.013982,-0.00069694,-0.0023399,-0.0048862,0.0014623
"241.10818",0.019571,-0.0070978,-0.0047402,-0.0045205,0.0094688,-0.0048476,-8.5526e-06,0.0014666
"241.14445",0.0012801,-0.014525,-0.00041648,0.0053745,0.004426,0.0067723,0.0031014,0.0019008
"241.12339",0.041689,-0.016455,0.011702,0.0081895,-0.0060748,-0.009068,-0.0057779,0.0031337
"241.14421",-0.00054218,-0.0029483,0.013866,0.005692,0.0030869,0.0071263,0.002924,0.00062515
"241.14456",0.0096266,-0.0020712,-0.0041939,-0.013379,0.0094788,-0.0021931,0.003063,-0.0011246
"241.18084",0.0047903,-0.0070174,-0.00092997,-0.0033927,-0.010245,-0.0039492,0.00056402,-0.000641
"241.08282",0.0051574,0.008252,-0.0021261,-0.0042452,-0.0052947,-0.00014523,0.0014555,0.00065807
"241.21716",-0.00062669,-0.0011464,0.0029403,0.0058951,0.0031841,0.0037168,-0.0037411,-0.0032458
"241.21724",0.0035155,0.0062446,0.0003363,0.0085694,0.0016435,0.00077092,-0.00090598,0.0017203
"241.21679",0.0046727,0.0026094,0.0064988,0.01409,-0.0093629,-0.002102,0.0029077,-0.00084364
"241.14455",0.010913,-0.0053442,-0.0019535,-0.011285,0.0056668,0.0053902,0.00039833,0.00036799
"242.04351",0.015651,0.015505,0.00041666,0.016091,-0.0050605,0.0051855,-0.0085313,-0.0022978
"242.17613",-0.0029287,-0.0061046,-0.0030671,0.0028167,-0.0055362,0.00098834,-0.0066903,-0.0018454
"242.08626",0.024666,0.0045481,0.007013,0.03652,-0.0027681,0.0036004,0.0030921,-0.0071811
"242.12677",0.034867,-0.014856,0.0097424,0.0072618,-0.0044769,-0.0074553,-0.0050967,-0.0044182
"242.11151",0.024665,-0.0019645,-0.0057042,-0.0041924,0.0084983,0.0082121,0.0020991,-0.0013657
"242.21987",0.0034219,0.0061041,-0.00018379,0.0081738,0.0014054,-0.00038522,-0.001,0.00057367
"242.22021",-0.0012879,-0.00061317,0.0043714,0.0053684,0.0040885,0.0036033,-0.0033373,0.0026003
"243.03006",0.024923,-0.0091745,-0.0048621,0.01203,-0.052214,0.00069642,0.033931,-0.0064075
"243.1601",-0.003178,-0.006055,-0.005273,0.0019567,-0.0014892,0.0031942,-0.0081429,0.0019017
"243.1236",-0.012079,-0.001765,0.0022245,-0.004598,-0.021148,0.0021276,-0.0029095,0.0018965
"243.08477",-0.0062323,-0.0036073,0.0098219,0.013012,-0.010045,-0.004403,-0.01746,-0.0020927
"243.1965",-0.00047553,0.0025587,0.0048138,0.0021628,-0.0090687,0.0035442,0.00017241,-0.0013498
"243.12388",0.0043934,-0.0053468,0.0042173,-0.00016168,-0.0024182,0.0012691,-0.0024738,-0.0025454
"243.19647",0.00068271,-0.0076077,0.0045848,-0.00057054,-0.010958,0.0085511,0.0076271,0.0013415
"243.22337",0.0052816,0.0094046,-0.00056346,0.0095029,0.0016202,-0.00067103,-0.0011648,-0.0010599
"243.19645",0.0033209,-0.0023467,0.0019784,1.7289e-05,-0.0026417,0.0035043,-0.00051853,0.00035281
"243.10286",0.026227,0.0075023,0.0057263,-0.0010425,-0.015163,0.034269,0.00086028,-0.0011024
"243.08758",0.013438,0.023325,-0.011515,-0.0015648,-0.0058244,-0.0033846,-0.0027389,-0.004518
"244.12701",0.0045966,-0.0053257,0.0043175,-0.00025573,-0.0024313,0.00090181,-0.0024609,0.0005576
"245.03444",0.011039,0.0037353,0.005206,0.04804,-0.003833,0.0014738,-0.010391,-0.0018402
"245.09316",-0.00092568,0.0015151,-0.00065006,0.0019646,3.3845e-05,0.0068267,0.0018667,-0.00047724
"245.13952",0.0071785,-0.0055294,0.0044085,0.00075459,0.0012242,-0.00070637,-0.0015518,0.0025053
"245.09339",-0.003602,0.00026204,-0.00045151,-0.0032546,-0.0047207,0.0065553,-0.0023333,0.0010935
"245.13924",0.0062853,0.0023569,0.0037196,-0.0026212,-0.00033231,-0.00041678,-0.00027547,-0.0010962
"245.56465",-0.038838,-0.0047882,-0.010277,-0.027778,0.023551,-0.01594,-0.015874,0.0010581
"245.96453",-0.0028264,-0.0048217,-0.0084482,0.0016797,0.0059955,0.0055225,-0.0059224,0.00023694
"246.14281",0.0077433,-0.0062677,0.0053676,0.0037938,0.0011101,-0.0006394,-0.0018146,-0.0010489
"246.96148",-0.0005414,-0.0045938,-0.0028583,-0.011872,0.002719,0.0024593,0.0098852,0.00037852
"247.15486",0.0030339,-0.00067653,-0.0011124,-0.0078411,-0.0069607,0.00037711,0.0037421,-0.00075035
"248.12919",0.010374,0.0243,-0.0011752,0.0012908,0.0034974,-0.005285,-0.0071081,0.00027494
"248.09293",-6.8391e-05,0.0028159,-0.0051207,-0.00088642,-0.0070942,0.021571,0.0043659,-0.0030024
"249.14975",-0.0049115,-0.0045641,-0.0023958,0.0033134,0.0026054,-0.00010986,-0.0016071,0.0022066
"249.14963",0.00080462,0.00077798,-0.0039309,0.0067492,0.0046368,0.0041273,0.014164,0.00060094
"249.1109",0.0063953,0.010523,0.0036784,-0.0078637,0.0088067,-0.00076099,0.0066655,-0.00046293
"249.11333",0.008694,0.0067136,0.001397,0.0087523,-0.0015989,-0.0087579,0.0070619,0.00025157
"250.14485",-0.0046638,-0.0058142,-0.0049166,0.0047988,0.00099575,0.0012589,-0.0025514,0.00020084
"250.07218",-0.022655,-0.02427,0.0054573,-0.054144,-0.0092373,0.0088435,0.0012856,-0.00069933
"251.12648",0.011238,0.0066644,-0.0067442,2.1243e-05,-0.0010808,0.00074513,0.0017955,-0.00089045
"251.129",0.017683,0.012798,0.0035425,0.026965,-0.0055292,0.0024862,0.0047802,-0.0017699
"251.20168",-0.0046076,-0.0034834,-0.0012447,0.0018755,-0.0062627,0.0081068,0.00041658,-0.0027781
"252.13226",0.021593,0.011242,0.0082206,0.045449,-0.0090466,0.0027411,0.0025244,-0.00059063
"253.05066",-0.0024654,-0.0059159,-0.0033206,-0.0012267,-0.0031067,0.005019,0.0085251,-0.0016137
"253.14459",-0.0035131,-0.0052125,-0.0025168,0.00093959,0.003286,0.0026329,-0.0014054,0.0001857
"253.21746",-0.00211,-0.0010326,-0.0045832,0.0035154,-0.005615,-0.00031014,0.0024697,-0.00063549
"254.21996",-0.0022604,-0.0013324,-0.0049545,0.0034879,-0.0051582,-0.00024053,0.0019004,-0.0010742
"254.10346",0.0073837,0.012514,0.005767,0.0014348,-0.0042263,-0.0019221,-0.0050065,-0.000266
"254.62293",-0.012054,-0.018226,0.010252,-0.0021099,-0.010189,-0.016411,0.0018005,-0.0055871
"255.14227",-0.014364,-0.0079277,0.010009,-0.01175,0.024177,-0.0011779,0.048645,-0.0060246
"255.0887",0.012333,0.024542,0.0005253,-0.00088749,0.004622,-0.008124,-0.0020627,0.00096726
"255.12457",-0.011251,-0.020714,0.01109,-0.0022656,-0.010767,-0.021934,0.00082369,-0.0010351
"255.22343",-0.0021585,-0.00086852,-0.0047323,0.003557,-0.0056315,-0.00075825,0.0030166,-0.0010059
"255.23318",-0.003219,-0.0074525,0.00050659,0.0041167,-0.0028694,-0.00095311,-0.0028767,-0.013099
"255.23263",-0.0072705,-0.0015595,-0.0093105,0.0013834,-0.00010977,-0.0015799,0.010252,0.0022129
"255.63075",-0.005279,-0.022458,0.019413,-0.014523,0.0022468,-0.064762,0.0023449,0.00081684
"256.13245",-0.0078585,-0.019382,0.024047,-0.011458,0.0036587,-0.059293,0.0070244,0.0033983
"256.23506",-0.0033622,-0.007517,0.00028047,0.0042443,-0.0035026,-0.00099934,-0.0022295,-0.0021341
"257.17582",0.011428,0.012743,-0.0020316,-0.0086308,0.00058122,0.0039151,0.0078999,0.001009
"257.17575",-0.0022666,-0.003741,-0.00034144,0.0038552,0.0036133,0.0003493,-0.0047574,0.00084246
"257.12967",-0.0020012,0.019994,-0.010285,-0.0035999,-8.0276e-05,0.0021445,0.01018,0.00053212
"257.23854",-0.0029219,-0.0078464,0.00045152,0.0032312,-0.0034119,0.0012385,-0.002051,0.0017917
"257.12923",-0.0066274,0.0036784,0.00049292,0.007651,-0.013189,0.014454,0.00045647,7.7024e-05
"257.21222",0.0094015,-0.0005176,-0.0012273,0.0017379,-0.00016968,0.0093063,0.0036438,-0.00041159
"257.21232",0.00085029,0.0081876,0.0094306,0.010936,-0.0095676,0.00082423,0.0077808,-0.00040906
"258.17918",0.019081,0.017394,-0.0033956,-0.014672,-0.0003349,0.016471,0.010203,0.0028149
"258.21542",0.0018478,0.013087,0.01611,0.012966,-0.0035713,0.00051313,0.0066693,-0.0018333
"258.97954",-0.0024013,-0.0044333,-0.0086787,0.00044814,0.0064914,0.0045632,-0.0065977,0.00061634
"259.13216",-0.0025278,-4.1052e-05,0.00070473,-0.013521,-0.0051451,-0.0088606,0.0036408,-0.0013277
"259.18165",0.012475,-0.018472,0.023128,-0.025968,0.0066027,0.03425,-0.00038747,-0.0040428
"259.18176",0.028677,0.0072826,0.015736,-0.013493,0.0056467,0.024364,-0.00066613,0.0017634
"259.19158",-0.002427,-0.0014833,0.0049049,0.00089781,-0.0088826,0.0064127,-0.013557,-0.00070083
"259.98043",-0.0026798,-0.0047595,-0.010513,0.0010724,0.0091526,0.0046808,-0.0060975,-3.0701e-05
"260.18498",0.015032,0.0099344,0.028275,-0.047019,0.02227,-0.024929,-0.0016071,1.1863e-05
"261.16113",0.018951,0.017787,-0.0032068,9.7061e-05,-0.00081644,-0.0096229,5.856e-06,0.0010818
"261.0746",0.020396,0.010399,0.0051304,0.043727,-0.0041904,0.012874,0.0054198,0.00068812
"261.16106",0.035604,0.001684,-0.0033324,-0.019578,-0.0058596,0.015746,0.0033549,0.00073374
"261.16115",0.029377,0.0089824,-0.00063339,-0.021011,-0.0039369,0.027802,0.0067727,0.0010065
"261.16112",0.031788,0.0041906,-0.0057691,-0.019683,-0.004778,0.020189,0.0094692,-0.003769
"262.16441",0.0038691,-0.017564,0.0074505,-0.0069446,-0.0016005,-0.0058373,0.0010035,-0.0016854
"262.1644366",0.034422,-0.010401,0.00098729,-0.015269,-0.0060423,-0.0095846,-0.0035017,0.00075502
"262.16442",0.030684,-0.0077944,-0.003463,-0.024758,-0.0023476,-0.01028,0.0034603,0.0011598
"263.14048",0.01923,0.014732,0.012807,-0.016372,0.0092506,0.01391,-0.0076675,0.00047162
"263.12917",-0.00048631,0.0073327,0.0027902,0.0067386,-0.0040967,-0.0087447,-0.0048795,0.0019857
"263.09056",0.033981,-0.0026486,0.0016542,0.032121,0.0032438,0.014399,0.00042631,0.0032301
"264.08643",0.018346,-0.028209,0.01023,0.020474,0.0012611,0.035512,0.0049041,0.0087156
"264.08802",-0.0095916,-0.0068663,-0.0020227,-0.0071878,-0.0043461,-0.012107,-0.010713,-0.0018371
"264.92778",-0.0035467,-0.0059179,-0.0089582,0.0027903,0.0050157,0.0046133,-0.0056435,7.267e-05
"265.00335",0.0072217,0.0048986,0.0022456,0.018522,-0.0051427,0.000615,-0.0037997,-0.001338
"265.10595",0.0030901,-0.0056438,0.002631,0.0012237,-0.0014767,0.0017064,-0.002737,-0.00050164
"265.14808",-0.0025043,-0.0055809,0.0066779,0.0040377,-0.0059531,0.00053502,-0.0052701,-0.00088788
"265.10593",0.027131,-0.022474,0.0029251,0.026734,0.013466,-0.038648,-0.007571,-0.0038061
"265.11289",0.037454,-0.017739,-0.0016732,0.0095885,-0.021243,-0.011183,0.011463,-0.0042128
"265.14806",-0.0051424,-0.0090447,0.009008,-0.007292,-0.0062372,-0.0088592,-0.0068265,-1.4826e-05
"265.21745",0.00045389,-0.0054984,-0.0048596,0.0039257,-0.0070123,0.0008189,0.004615,-0.0013254
"265.10847",0.02126,0.0031496,0.018497,-0.014781,-0.00074167,-0.0079073,0.0079844,0.00099719
"266.15148",-0.0018548,-0.0053083,0.0070403,0.0064683,-0.0067029,0.00025583,-0.0059026,8.4364e-05
"266.10925",0.015904,-0.0089263,-0.0191,0.037916,0.040816,-0.053016,-0.0069789,0.0012533
"266.15118",-0.0074237,-0.0085684,0.0092986,-0.011902,-0.0077922,0.010636,-0.0021614,0.0020332
"266.11175",0.027192,-0.0053397,0.046916,-0.0018483,0.0082252,-0.011435,0.016003,0.0037285
"267.12404",-0.0010363,-0.0011116,0.01348,-0.0034467,-0.0015615,-0.0023734,-0.0009494,0.00024618
"267.15798",-0.0046432,-0.0042568,0.0024658,0.003965,-0.012805,-0.0056977,-0.0028285,0.0032224
"267.12178",0.0071423,-0.0070068,0.0039688,0.0043952,0.002375,0.003337,-0.0012546,4.3807e-05
"267.11413",-0.014158,-0.00084868,0.0051132,-1.0224e-05,-0.0037132,0.0019396,0.0042655,-0.00055487
"267.14397",-8.5647e-05,-0.0070975,0.0080035,0.0026626,-0.0072452,0.0094262,-0.0046965,-0.0012915
"267.23321",0.0031568,-0.011535,-0.0046319,0.002216,-0.0076505,-0.014444,0.0035286,0.0022059
"267.23316",-0.0013697,0.0019407,-0.0029484,0.0087954,-0.0060448,0.0037554,0.0061475,-0.0022786
"268.12734",-0.00095686,-0.00075456,0.014024,-0.0036057,-0.0014564,-0.0023944,-0.00081801,0.0019222
"268.16133",-0.0048329,-0.0042035,0.0029536,0.0037967,-0.013065,-0.0059072,-0.0027178,-0.0011458
"268.2365",0.0017701,-0.0078842,-0.0050785,0.0063447,-0.0084558,-0.0042431,0.0055284,0.0011056
"268.23654",-0.0011952,0.0025698,-0.0030021,0.009092,-0.006325,0.003567,0.0061926,-0.00099189
"269.04572",-0.0038531,-0.015757,-0.0047864,0.0016035,-0.0016272,-0.010746,-0.00027458,0.00066429
"269.13138",-0.012165,-0.0031949,0.0019481,0.00043072,0.011301,0.0021369,0.00038567,-0.002249
"269.17603",0.0049927,-0.0034092,0.0053221,0.0059424,-0.0025636,0.002784,0.0019897,0.00064294
"269.17618",0.012204,-0.0055616,0.0047955,-0.0020583,-0.0053128,0.00095576,0.0028081,-0.0011172
"269.09369",0.0024413,-0.002093,-0.005264,-0.0098463,-0.010128,0.0041492,0.0094011,0.0013095
"269.2489",-0.0051538,-0.0057037,0.0037616,0.0053355,-0.00098196,-0.0016569,-0.0034515,0.0032199
"269.21246",-0.0019699,0.0029609,-0.004078,-0.0011879,-0.0084992,-0.00028628,-0.001361,9.9743e-06
"269.24886",9.0312e-05,3.6891e-05,0.0013592,0.0001968,0.002931,0.0033049,0.00013663,0.0032244
"269.21264",0.008702,-0.006758,-0.005494,-0.0062299,-0.016059,0.0050674,-0.00074276,-0.0005074
"269.62843",-0.014431,-0.014679,0.012654,0.0042021,-0.0033149,-0.026628,-0.00080757,0.0017544
"270.25214",-0.0051699,-0.0056404,0.0038692,0.0054331,-0.0009812,-0.0016104,-0.0036066,-0.0013641
"270.21585",-0.0017323,0.0039573,-0.0038383,-0.0014338,-0.0077432,0.00014194,-0.0062417,6.4781e-05
"270.25213",-0.0012487,-0.0018652,0.0022951,0.00028597,0.0032308,0.0035704,0.00036051,0.0025703
"271.06164",-0.0025753,-0.0065912,-0.0052114,-0.0042807,0.0085771,-0.005027,-0.0097476,0.00035352
"271.22817",0.0040343,-0.0030331,0.0042505,-0.0042683,0.0012621,-0.0055936,-0.0070566,0.0065866
"271.22812",-0.0014273,0.0069061,0.0034667,0.0047921,-0.0054514,0.0044118,0.0016355,-0.0051895
"271.22825",0.0060023,-0.0064743,0.0021382,0.0022277,0.0042688,0.0016852,0.0030098,0.0028032
"271.19168",0.016371,-0.0092742,0.0043576,-0.011579,0.00020029,-0.01704,0.00054808,-0.0019323
"271.19192",0.018967,0.017929,-0.010508,0.00085396,0.0017908,-0.020159,-0.00065241,-0.00069444
"271.22353",-0.0293,0.0024655,0.0076424,0.003775,-0.063592,0.0091604,-0.014327,-0.0033229
"271.22828",-0.0015116,0.0045453,-0.0042201,-0.0073191,-0.00743,-0.0057223,0.00084508,0.001826
"272.23134",0.0042116,-0.0030437,0.0045052,-0.0043905,0.0012965,-0.0056957,-0.0072774,0.0016641
"272.23134359",-0.0013053,0.0075781,0.0036105,0.004795,-0.0057491,0.0043039,0.0017327,-0.00090746
"272.23105",-0.0029195,0.0027743,-0.0040504,-0.0069207,-0.0097473,-0.0054123,0.0030535,-0.0021986
"272.19524",0.026111,0.0032181,0.00013681,-0.014094,0.00054762,-0.022002,-0.00020847,-0.0050682
"272.23154",0.0080749,-0.0077508,0.0031038,-0.0012082,0.003268,0.0029653,0.0032267,-0.00021884
"272.23124",-0.0039476,-0.0038304,0.0058327,0.0088828,-0.0091478,0.0059282,0.010873,-0.0011451
"273.17088",0.0049955,-0.0058333,0.00046213,-0.013995,-0.0037902,-0.004206,-0.0053135,0.0013367
"273.11128",0.0010793,0.0034856,-0.0012416,0.014234,-0.00016804,0.0017379,0.0046497,0.00042569
"273.12472",-0.010123,-0.00015829,0.0080045,-0.0086647,-0.019304,-0.00031258,0.008955,0.0012027
"273.11383",0.01671,0.0085475,-0.0041449,0.020785,0.0023542,-0.023345,-0.00618,-0.0017364
"273.20764",-0.003493,-0.0024571,0.0033509,0.0026868,-0.0046549,-0.00063606,-0.0016917,-0.00032121
"273.23413",-0.0022405,0.0060103,-0.0042109,-0.006822,-0.0095942,-0.0063594,0.0017468,0.0020295
"274.03342",-0.0013165,-0.013345,0.012552,0.049792,0.0054077,0.0064119,-0.0013445,-0.0046072
"274.95684",-0.0033092,-0.0042834,-0.0091949,0.0013582,0.0066167,0.005923,-0.0060356,0.00048737
"275.09298",0.010374,0.020059,-0.011398,0.012573,0.013799,-0.0047453,0.0021841,-0.0042905
"275.0369",-0.025612,-0.00063208,-0.0059885,-0.01451,0.049781,0.0037224,0.013987,-0.003605
"275.18658",-0.0016161,-0.0066021,-0.0012809,0.0039348,-0.011972,0.019909,-0.0041623,-0.0020504
"275.20199",-0.0022494,-0.0047457,0.0018068,0.0039952,-0.0021328,0.0048305,0.00090442,2.7312e-05
"275.95762",-0.0033692,-0.0043552,-0.0094149,0.001333,0.0066867,0.0060908,-0.0061317,-0.00029974
"277.03966",0.022785,0.0071405,0.0050396,0.037349,-0.005171,0.022914,0.006386,-0.004467
"277.15595",-0.0033039,-0.0023056,0.009524,-0.0040248,0.0049862,-0.0039122,-0.0057054,-0.0021581
"277.18097",-0.0041595,-0.007623,-0.0064447,0.0042144,0.0037051,0.00048294,-0.0012687,-0.0025654
"277.12285",-0.019508,0.029432,-0.012692,-0.009986,0.037975,-0.01098,-0.032826,0.0040088
"277.14465",-0.0016696,-0.005111,-0.0083675,0.016283,0.01416,0.0098066,0.00431,-0.0031177
"277.13208",0.0062342,0.0068882,0.042922,0.013382,0.0062142,-0.043179,-0.059801,0.0032252
"277.12285827",-0.029707,0.036632,-0.022538,-0.0032918,0.0077368,0.0016815,0.0012389,0.0094826
"277.21765",-0.00021246,-0.0094535,-0.0050372,0.0069324,-0.0038834,-0.00077216,0.0044574,-0.0022207
"277.06711",0.0025197,-0.0088101,-4.264e-05,0.0018623,0.00037395,-0.0017609,0.00081865,0.00039324
"277.21756",0.0045046,-0.0075213,-0.0082854,-0.00025472,-0.0036052,-0.0047664,-0.0037706,-0.0019391
"278.15935",-0.0032268,-0.00065647,0.010855,-0.0029903,0.004937,-0.0049374,-0.0023203,0.00045686
"278.21985",0.00013935,-0.009483,-0.0056289,0.0062174,-0.0032921,0.0012594,0.0042084,0.0008204
"279.01898",0.01694,0.020975,-0.0092777,0.0025256,4.6697e-06,0.0082227,-0.00081037,-0.0022615
"279.22342",0.0027016,-0.012121,-0.004228,0.001481,-0.0048702,0.011878,0.006844,-0.0011468
"279.23344",-0.00035855,-0.0070382,-0.0033193,0.0067519,-0.0062103,0.00088429,-0.00019269,-0.0083143
"279.23325",0.0052751,-0.006963,-0.0026549,0.0028031,-0.0023157,-0.0035661,-0.018901,0.00086316
"279.61423",-0.010243,-0.033447,-0.0084289,-0.030129,0.01751,-0.036809,0.012643,0.0019536
"280.02064",-0.0018908,0.0042357,0.0044202,0.013691,0.0065899,0.0010036,-0.0013454,0.00031082
"280.11554",-0.013955,-0.037412,-0.035513,-0.034231,-0.0012534,-0.0070878,0.025193,-0.0041089
"280.23453",-0.00039821,-0.0070849,-0.0034465,0.0069561,-0.0065768,0.00038377,0.00029762,0.00077493
"280.23589",0.0063182,-0.017998,0.0082134,0.057286,-0.026401,0.0017931,0.012934,0.0026855
"280.90852",0.00054672,-0.0072813,0.0027602,0.012101,-0.0041742,0.0026106,0.0023421,0.0016831
"281.10312",0.00013641,0.0014174,0.017167,0.0091611,0.0037081,-0.00073972,0.0051768,-0.0020543
"281.13968",0.0031716,0.0025131,0.0019402,0.011631,0.0059429,0.0019136,0.012749,-0.00093789
"281.1737",-0.0042745,-0.0049385,0.0048871,0.0024177,-0.018287,-0.014531,-0.0030176,-0.00035823
"281.13956",-0.01365,-0.0019653,-0.0008251,-0.0049276,0.0010236,-0.0068388,0.0020132,0.00070697
"281.23803",-0.0003416,-0.007018,-0.0035163,0.0064323,-0.0062086,0.00019052,-2.4483e-05,0.00072886
"281.24908",-0.00040003,-0.0068936,-0.0028291,0.0069976,-0.0069956,0.0024097,0.0017735,0.00082005
"281.24895",0.0050829,-0.0028736,-0.0014226,0.0031894,-0.020096,-0.0011984,-0.00095182,4.0235e-05
"281.24895885",0.021174,0.021685,-0.01648,0.004215,-0.0079917,-0.0069255,-4.9139e-05,-0.00032438
"282.25008",0.0080149,-0.022136,0.017489,0.070922,-0.017456,0.0056223,-0.0018778,0.0045293
"282.25221",0.0013592,-0.007881,-0.0068708,0.0080816,-0.0086895,0.0017214,0.0017607,-0.001874
"283.11903",0.00040389,0.0031731,0.009688,-0.00067477,-7.9859e-05,-0.0015152,-0.0015867,0.00034415
"283.11908",-0.0050463,0.002796,0.0050686,-0.0029257,-0.014774,-0.0038791,0.019229,-0.002352
"283.26458",-0.0043732,-0.0099776,0.00076006,0.0053308,-0.0063631,-0.00096056,-0.0039235,-0.0015791
"283.10895",-0.0073456,-0.0076965,-0.0036221,0.0045052,-0.016121,0.0020207,-0.0014164,-0.002037
"283.2433",-0.010735,0.005031,0.0045223,-0.0056967,-0.0054985,0.00010086,0.004363,-0.00042821
"283.25356",-0.00028476,-0.0069052,-0.0019275,0.0079307,-0.0066005,0.0018525,0.0023092,-0.0003244
"283.15543",0.011829,0.014005,-0.0050989,-0.010519,-0.0049656,0.0013502,-0.0093241,0.0017683
"283.1033",-0.017711,-0.023522,-0.019089,0.048047,-0.00034386,0.0011956,0.044492,0.0031274
"283.22814",-0.0021924,0.00015695,-0.0012657,0.00391,-0.011543,0.0031705,-0.00030123,-0.00082638
"284.12236",-0.00061532,0.0026066,0.010895,-0.0021955,0.0023751,-0.00087938,0.0015627,0.00087668
"284.26722",-0.0042656,-0.0086885,0.0018116,0.0043859,-0.0038945,0.00032163,-0.0024335,0.0061891
"284.15882",0.017134,0.012619,-0.0048211,-0.017086,-0.0066756,0.0052823,-0.011817,0.0032129
"285.17108",0.0068836,0.032241,-0.02437,0.00025532,0.0098492,-0.00020914,-0.020868,0.001069
"285.12472",-0.020046,0.019235,0.0069682,-0.011436,-0.011321,7.4119e-05,0.038839,-0.0070323
"285.11368",0.045045,-0.010892,0.0081347,0.0016962,-0.005004,0.0013488,-0.0037028,0.00171
"285.12449",-0.01089,0.025328,0.026175,0.02295,0.01696,0.0016362,0.0083353,-0.0011548
"285.24385",-5.9114e-05,0.00070378,-0.0025636,-0.0009535,-0.0093227,-0.00024313,0.0031131,-0.00073649
"285.27018",-0.0042846,-0.0094375,0.00076625,0.0049256,-0.0049988,-0.00013157,-0.0034015,-0.00025497
"285.11366",0.021151,0.024321,-0.00050614,0.014893,0.0028388,-0.0015832,0.0010428,-0.0033525
"285.20705",-0.0020469,0.0055232,0.0034371,-0.0024965,-0.007612,0.00098092,-0.0018648,0.00045645
"285.20723",-0.0019403,-0.0025078,0.00097895,0.0018593,0.00095592,0.0022961,-0.0067455,-0.00061084
"286.11693",0.04214,-0.016743,0.011046,0.0085145,-0.0052279,-0.0090051,-0.0058884,0.0034082
