"Sample","0027_XAV_iHMP2_FFA_SM-77FXR","0030_XAV_iHMP2_FFA_SM-6KUCT","0051_XAV_iHMP2_FFA_SM-9WOBP","0069_XAV_iHMP2_FFA_SM-9OS5Y","0393_XAV_iHMP2_FFA_SM-AMR37","0407_XAV_iHMP2_FFA_SM-AUP8B","0433_XAV_iHMP2_FFA_SM-9SNJ4","0508_XAV_iHMP2_FFA_SM-9X47O"
"Label","CD","CD","CD","CD","nonIBD","nonIBD","nonIBD","nonIBD"
"451.21989","1202659.74827","163508.42684","1036152.15149","89528.18474","3085999.62269","886949.09908","650137.91406","491443.50452"
"451.30698","1226373.96799","161839.14421",NA,"58169.84599","6058700.8623","772935.26357","527538.94852","258452.9568"
"451.25701","155481.03627","422786.17579","72542.63017","32121.87557","3453189.27457","6402.09924",NA,"1266.49376"
"451.19384","322132.61274","1231135.83021","64996.30655","119345.80888","1776459.67608","380626.92636","26813.94702",NA
"451.2467","5898025.82624","7672853.42704","388901.54653","87158.32209","80847.66086","196137.78183","1998686.53679","140097.33457"
"451.21426","321383.97782","68227.83163","11704.45343","13408.87427","705113.95299","157225.03881","239460.12312","299339.47238"
"451.20884","99967.51653",NA,NA,"350452.36142","5469190.96078",NA,NA,NA
"451.30479","16689.25299",NA,"338424.20977","706541.99062",NA,NA,NA,NA
"451.27051","7318180.63506","9792227.07505","392661.01745","41573002.49318","12129337.60167","6120433.92358","7149050.0485","582791.06182"
"451.24741","1198625.16136","1749456.21999","4798.70016","1600407.66672","1416874.82824","1298633.96444","9580966.51585","4843349.32536"
"451.24011","2194841.30935","2528297.99672","28310268.82884","10158606.72737","155611.79383","1363364.00714","982882.34999",NA
"451.3029","13228679.75427","16717983.67642","73882.56147","1210594.65231","65769.25003","201504.42204","1292246.72183","2125520.85049"
"451.25295",NA,"238104.53406","140020.93615","1876703.30928","768726.98654","1088709.09944","1238951.46217","205037.91711"
"451.34316","1309552.48203","82519.22617",NA,"7776834.21575","442107.8565","13235.39507","1039292.67337","2372669.27582"
"451.35412","1212635.7699","88420.11772",NA,"50291.2679","32169.92672","802103.46995",NA,NA
"451.2799",NA,NA,"308381.84664","12123.78275",NA,"207487.63827","300256.77586",NA
"451.27057","10028116.04064","516999.65533","33273.62585","4138860.12873","716359.42849","600162.75426","699999.10264","27896.10294"
"452.1445","189003.6548","552466.96948","87699.3998","18923.81344",NA,NA,"3882.05554",NA
"452.05469","397462.40979",NA,NA,"2043537.35104",NA,NA,NA,NA
"452.30159","987244.32674","1064903.21715","711756.04626","229140.48188","1400923.30356","18360.23818","35273.23241","8384.45241"
"452.3093","2960709.94231","5159732.8856",NA,"7401599.4948","17276.76277","156433.86886","73973.4661","6953.26916"
"452.2196","1613005.62847","645848.39898","78691.83625","4079294.81118","490338.05522","94156.12015","155930.42611","1990.1278"
"452.21909",NA,"408680.90833","392841.54814",NA,"5825.77594","18123.73194","5230.17639",NA
"452.24788","2602.60581","176278.77832","2023.20995","2015923.51819",NA,"6616.42866","2437.12584",NA
"452.29089","248450.02258","2812390.26118",NA,NA,NA,NA,"312922.53968",NA
"452.28226","1192260.17248",NA,"410368.20232",NA,NA,"4539.93229",NA,NA
"452.33576","594244.14034","140804.72559",NA,"13789.80602","2210505.02862","137148.59054","270656.09626","3045.72305"
"452.34702","888190.92858","69357.41148",NA,"706419.96193","173821.75358","121328.05515","1183398.85209","95163.2117"
"452.92327","1266124.95755","1191767.77369","808201.45591","800485.55411","382611.31996","207714.54349","453942.23924","452455.95869"
"453.07711",NA,NA,NA,NA,"222729.59047","140925.67599","81599.87005","236570.67199"
"453.17813","206425.56595","6826.22852","1437477.03895","137632.95716","2880049.56646","1498457.7019","192216.93759","5860.82567"
"452.97109","1007622.77115","691869.13831",NA,"202548.68381","396614.64877","951704.99173",NA,"8753.63985"
"453.1565","1006725.65321","1616072.03507","200523.80039","315257.67507",NA,NA,NA,"1476.77822"
"453.04989",NA,"1125664.07733","74112.46353",NA,NA,NA,NA,"1791125.41913"
"453.15717",NA,"366881.84055",NA,"1630115.03186",NA,NA,NA,"359623.12404"
"453.12278",NA,"4009.7329","98393.0804","1099296.62525",NA,NA,NA,"334907.60124"
"453.14467",NA,NA,"127644.25002","1014735.34429",NA,NA,"249048.69193",NA
"453.12336",NA,"735593.35769","115696.17136","26863.55959",NA,NA,NA,NA
"453.26901",NA,NA,"6144.72858","338975.66305","335591.32131","86141.61894","1099021.80715","218072.76474"
"453.17983","207305.32297","268310.34883","74538.50667","182611.10199","152850.30851","11072991.25122","91871271.63113","42955411.28078"
"453.16852",NA,"1079117.17883","704776.06183","415793.8382","1161296.12842",NA,NA,NA
"453.23245","239724.82679","9196228.6272","2963369.47471","12278552.12641","1042195.04636","206816.60949","261051.31669","138661.2492"
"453.28628","23421654.1354","25125081.78832","664227.71836","27712418.1135","4038250.53238","10348352.78325","1283627.49042","396299.39659"
"453.19529","189242.45693","84776.54732","129194.97369","12772671.66434","257020.45469","286667.44141","1691074.29468","422241.84725"
"453.19555","157378.10886","187904.63498",NA,"499520.68608",NA,NA,NA,NA
"453.2862","13824918.11674","18583781.13066","591046.72269","9292722.65059","10972532.31134","9495601.98917","7658939.03165","409802.28148"
"453.23134","200881.30751","157673.00082",NA,"10127.42153",NA,NA,NA,NA
"453.22518",NA,NA,NA,NA,"11452.70568","531780.24621","398949.11598",NA
"453.23242","290556.27486","581925.98252","494849.4679","5157801.14787","934415.19015","285046.51064","742559.84866","152817.44796"
"453.25009",NA,NA,NA,"15129.04942","1491691.50929","27604.58362","168841.26722",NA
"453.29614",NA,NA,NA,NA,"314906.66717",NA,"3025067.30679",NA
"453.19562","237813.83965","13576.2174","87333.30405","9458.87591","563464.47392","174734.94748","6654997.9807","898937.34249"
"453.3956",NA,NA,NA,"23360.9092","1715853.20232",NA,"4839978.51181","8605739.30105"
"453.30444",NA,NA,"12504.89399",NA,NA,"8671685.94815",NA,"430902.85899"
"453.29555","4045226.49017","105767.57296",NA,NA,NA,"4136.36662","337778.42967",NA
"453.32232","157433.61375","11058.24567","46122.8106","107154.21045","355122.60074","325272.07585","121825.56613",NA
"454.16339","8660.83349","11676.34401",NA,"216274.65655","163012.3311","131039.8176","1641.29774",NA
"454.17102",NA,NA,"275631.28091","1948976.03324",NA,NA,NA,NA
"454.04429","333110.50753","128510.7813",NA,NA,NA,NA,NA,NA
"454.1843","275300.43857","259153.73594",NA,"1164901.89976",NA,"611399.62573","2536204.87038","130952.61528"
"454.26765","110083.43168","187909.89871","222478.76853","596827.49456","1387760.78997","1194434.43244","847024.40723","177474.54284"
"454.23805","218827.40018","198815.78462",NA,"1118143.93339","242315.81993","5496.06671",NA,NA
"454.24645","90834.56289","978700.10821","739957.10051",NA,"144394.88448",NA,NA,NA
"454.20773","159757.32898","216087.08548","246172.70953",NA,NA,"444420.81528",NA,NA
"454.19066","2076888.5447","768390.45681",NA,"2151720.32596","83411.14005","5937.66029","174649.57351",NA
"454.26385","2672.03087","377051.24627","3238.61144","2527185.13735",NA,NA,"89431.4511",NA
"454.26635","348556.75564","116311.62645",NA,"29498.5917","2247812.08843","3874933.07042","23911782.937","9684026.81237"
"454.18206","485678.41881",NA,"2085086.66464",NA,NA,NA,NA,NA
"454.26431",NA,"420123.03225","811938.48635","1350888.63614","5543164.91648",NA,"4233687.7819",NA
"454.28155","2190767.4896",NA,NA,"76732.84935",NA,"23301.32542","264580.99074","16045.87692"
"454.34053","91790.22496","107153.75711",NA,"6842888.57182",NA,NA,"177565.62341","636301.03901"
"454.38903",NA,NA,NA,"1245.24967",NA,"55078.83391","47296.92236","158484.61186"
"454.36502","765450.73896","14635.36271",NA,"116602.28124",NA,NA,NA,NA
"454.31316","187748.23163",NA,NA,"119318.81162",NA,NA,NA,NA
"455.16451","133082.08348","51570.81346","281388.68314","63226.44212","3721.55816",NA,"12100.76351","106087.20933"
"455.02891","13673.30183",NA,"71848.71149","838929.45305",NA,"1344645.14566","4370927.94732","6580394.68073"
"455.09686",NA,"12371.18851","203759.86795","1132372.61212",NA,NA,NA,"61252.41795"
"455.08549",NA,NA,NA,"983433.64221",NA,"838071.00728",NA,"160460.89537"
"455.13885","3167.44393","94734.92529","353115.57302","3330.39442",NA,"120229.98761","560035.36452","7945.63545"
"455.10236",NA,"6061.42503","1836.26985","12620.85169","129922.89223","138264.37872",NA,"245343.5843"
"455.28101","260696.50334","311090.40026","108837.25732","2102097.66267","671244.4341","409387.59387","1387451.78874","29535.8511"
"455.28607","2106168.74182","1796066.11488","8848.62474","1402950.11433","47089.0584","101624.33258","1641718.48251","1191745.18898"
"455.26861","235562.65474","365484.87269","814859.67603","909727.25303","1918462.92109","663347.66009","1441575.95421","109191.11922"
"455.28087","204642.13641","192652.85467","10506.73695","1806186.24662","22698.51334","407525.9517","794299.16956",NA
"455.21051","1937791.96456","540921.31997","1041085.5587","335155.08904",NA,NA,"1804860.15393",NA
"455.19018","272658.49425","7474.83942",NA,"2986026.82256","37645.22036",NA,"519989.24072",NA
"455.29121","1993905.33742","205164.8471",NA,"347307.96481",NA,NA,NA,"4432056.53713"
"455.16475",NA,"496929.53322","487375.8519","3378221.36366",NA,NA,NA,NA
"455.28423",NA,NA,"14550.93755","213927.88519","3024.17342","175652.08833","628653.4552","114390.89476"
"455.21113","2424597.95656","786587.41871","43317.50004","1125840.40964","29769.2444","29756.72834",NA,"923010.79619"
"455.09837","796221.65365","163744.67109",NA,NA,NA,NA,"7847.35065","6385174.48152"
"455.27164","504803.32629","627790.60945",NA,NA,NA,NA,NA,"702256.85217"
"455.17504",NA,"267265.59423","603603.72161",NA,NA,NA,NA,"2316270.51159"
"455.25462","417324.46159","521620.15725",NA,"19161713.71443","2538738.12665","628511.35639","388738.09479","92421.78908"
"455.29871",NA,NA,NA,"930449.60576","2311056.73635","757584.66606","4199745.94796","2133911.22606"
"455.20565","896797.88998","1310476.94309",NA,"4387.75196","10114716.03108","375534.06118","396817.84275",NA
"455.34072","49308.77166","5255644.03645","1034.5303","81805.77759","446488.20307","19191.56653","593977.46418",NA
"455.31505","71964.53463","16012.68924",NA,"5500.97004","43501.13088","45884.80241","2237411.07287","204997.68835"
"455.32446","140598.82628","18861.12026",NA,"870494.34542",NA,NA,NA,NA
"456.17868","5541.10892","12683.77803","21125.76677","12223.63188","332670.22068","1377902.44402","356868.15676","3530.83582"
"456.16997",NA,"1733474.18357","1432720.75787","1319223.04861",NA,NA,NA,"43982.28057"
"456.27199","1996559.91005","1052209.441","205820.53023","7321943.00944","1409484.25836","3544522.11472","1129600.77637","538977.26837"
"456.27612","341034.30851","60622.0082",NA,"75763.14515","624011.425","2626052.68314","84185.14787",NA
"456.28301","4356431.93785","139444.49226","16374.75966","1627649.45459","1695202.0751","138052.77049","55619.01953","3474.64645"
"456.2142",NA,"95631.07966","501813.51824","148375226.73845","6330.72128","3238.18017",NA,NA
"456.20614","551398.55273","4247133.7938","9161.58645","5894742.75343","10186.40573","5677.92324",NA,NA
"456.19234","162446.66992",NA,NA,"4446446.47344",NA,NA,NA,NA
"456.20641","20655.88086","160225.35586",NA,"393537.84709","1351142.15867","770936.32124","51619.7902",NA
"456.2063",NA,"278219.10563","2408.5313","234144.00477",NA,NA,NA,NA
"456.25472","302652.00279",NA,NA,"230656.52468",NA,NA,NA,NA
"456.29967","55536.40827",NA,NA,"518068.07549","194556.16852","184745.22566","556609.43637",NA
"456.31048","67541.24311",NA,"758857.54108","149322.44473",NA,NA,NA,NA
"456.31111","80003.04026","97137.08771",NA,"1485299.2602","549556.43417",NA,NA,NA
"457.02108","343197.51921",NA,"531803.51563",NA,NA,NA,NA,NA
"457.08077",NA,NA,"949503.31836","1445738.42883","330697.23464","1063181.29579","3674775.57443","5903647.97166"
"457.15418","2977.36102","6993867.08353","3438107.55064","645977.13103",NA,NA,NA,NA
"457.18463",NA,NA,"162050.544","35268275.68913",NA,NA,NA,NA
"457.08864",NA,"522963.18947","136210.33917",NA,NA,NA,NA,NA
"457.25745","958531.99641","1005297.40213",NA,"486564.99579","532836.25144","2016233.45962","1597174.37253",NA
"457.10789","151480.29058","218711.8431","159037.36725","11825.53394","301161.0498","17541.75046","10189.53675","85440.30503"
"457.26064","737910.69648","92118.10388","142258.55561","204678.29856",NA,NA,"183562.62303","68555.38712"
"457.29645","300658.0478","313604.54099",NA,"1091735.35255","238968.70884","293668.18345","434640.31854","138601.2353"
"457.28338","773354.69974","16957.69525",NA,"544518.74713","3589412.43426","1964346.28332","1613506.44374","373463.28755"
"457.1534","2128939.28606","1591878.41318",NA,"863106.26612",NA,"576256.40861",NA,NA
"457.19113","170785.91402","129104.16837","56737.55431","213111.85673",NA,NA,NA,NA
"457.1179","665228.14165","97355.96294",NA,NA,NA,"3155.5301","230900.56167","289335.79251"
"457.25784","5494387.00857","2259165.02811","77517.51628","6488293.26494","6690161.01536","2591873.06792","2153321.29605","537979.37053"
"457.26343","144550.19539","10301609.46228","447744.29353","7800874.82023","836863.28298","91834.108","34253.29999",NA
"457.22687","604825.05768","1242864.16447","251171.98665","205979.17484",NA,NA,"2831.10702",NA
"457.30968",NA,NA,NA,"3793.42795",NA,"205583.25682","511077.02093","164568.16057"
"457.29476","1908936.8963","1759860.7053","38522.30323","2521655.41263","2413593.16276","3172876.38566","2660142.61284","2396577.66881"
"457.20987",NA,"741706.83609",NA,"1314839.5889",NA,NA,NA,"132281.51"
"457.15773",NA,NA,"153935.10786",NA,"964169.93094","1694112.64779","219852.78232",NA
"457.25412","1077830.90375","330370.48769",NA,"189072.17102",NA,NA,NA,"330768.42349"
"457.08254",NA,"230139.10188",NA,"1638232.5687",NA,"1343164.05889",NA,NA
"457.21387",NA,NA,NA,"594154.19733",NA,"456759.97852","2178392.75745",NA
"457.29627","484144.90227","114531.85136","20331.12867","416905.36413","358038.16869","223939.53483","190695.3295","112423.83774"
"457.14534",NA,"231196.82513",NA,"133252.12911",NA,NA,NA,NA
"457.34531","96486.42095","132870.08758","642881.6085","132149.53355","1002932.73692","109853.09676","226591.87055","291671.80672"
"457.36898","5639207.45777","151133.898","1534.11479","1040181.3318","3332954.33036","2828231.83619","10440336.62341","983863.80896"
"457.24278","3488258.9766","1226075.52124",NA,"2068823.18209",NA,"6688101.8631","21677730.44074",NA
"457.3325","1217960.66752","13981.69186","1549.45157","661437.81137","248923.95683","280399.8316","3200533.48368","236524.97981"
"458.03142","1609.72169",NA,NA,NA,"265533.72998","95536.12036","230215.59676",NA
"458.10339",NA,NA,NA,NA,"99101.26541","147386.32225",NA,"245514.70351"
"458.15654","137369.29089","2336.24566",NA,"530274.22181",NA,NA,NA,NA
"458.09615",NA,"4603539.46357",NA,"1728827.11157",NA,NA,NA,NA
"458.21894","285184.03649",NA,"361106.92816","183337.29276",NA,"191161.91379",NA,NA
"458.36277","4394.39916","857551.72555",NA,"310705.55035","402521.21611",NA,"2211788.80425","783252.16034"
"458.29539","595991.23968",NA,NA,NA,"583093.34443","416849.2019","208066.8247",NA
"458.36152",NA,NA,NA,NA,"110347.69096","140465.5079",NA,NA
"458.90403","921194.58067","639204.98917","744000.52815","245435.24994","30830.61987","316180.35086","92983.05119","492301.92687"
"458.97963",NA,NA,NA,NA,NA,NA,"1050486.49614","406133.30435"
"459.0618",NA,NA,NA,NA,NA,"143166.30077","136876.48402",NA
"459.15464",NA,"363877.77488",NA,NA,"119218.47411","628168.63689",NA,NA
"459.15092","75043.18223","13618182.84618","1102323.65605",NA,NA,NA,NA,"3001.04633"
"459.13709",NA,NA,NA,NA,"243079.68066","279237.7092","467767.09202","109316.42348"
"459.23749","635750.49722","76628.72978","397406.86253","474222.82342","1005333.58833","481116.32017","663301.95959","54433.19262"
"459.24331","41741.04047","178848.90435","96281.44183","23814.5707","127949.30468","1872048.77624","155403.70915","530095.47736"
"459.16988","1092840.30345","1208522.55481","65308.0043","885473.23631","12145311.00501","214630.99741","786948.11489","242056.51372"
"459.23926","19261.0828","423593.85556","7824.75231","1127965.28882","12822577.26057","1439361.79871","339234.95557","8268.92727"
"459.27528","220281.58249","330346.60923","603272.09118","102386.62562","474467.35576","11594.45927",NA,"7488.93502"
"459.28955","302497.88012","152641.64469","10500.71655","309750.37808",NA,NA,NA,NA
"459.15335",NA,NA,"248353.93508",NA,"633872.80556","52340.94037",NA,"52319.45604"
"459.07969",NA,NA,NA,"986551.2964",NA,"862871.77291","7444.18327","332345.40545"
"459.22126","251066.25453","79587.42561","1604.55419",NA,NA,NA,NA,NA
"459.28324","15705.27174","1356.14661","10733.19255","6261.78673","598824.73939","41000.33183","132446.70162","113643.41802"
"459.23734",NA,NA,NA,NA,NA,"436821.66509","1431059.67716",NA
"459.19756","282013.71818",NA,"101003.83307",NA,NA,NA,NA,NA
"459.2594","3311.23706","29264.28181","27901.74036","12946.89391","23267.74485","159119.7925","465888.46671","12859.38646"
"459.30656","224164.40633","298802.68052","80798.01291","102663.045","208861.93789","116292.91395",NA,NA
"459.19568","171842.1979","223448.0684","213982.35707","102043.34612","250380.77993","263634.46287","234238.26286","171436.76466"
"459.33417","2127173.12156","1387029.69924",NA,"1629748.25636","666028.41287","1155242.7105","1314907.06041","980026.16553"
"459.27288","8491662.74815","73464186.05486","34861587.64401",NA,"954961.86365","6759030.66476","7821331.36202","406307.68177"
"459.34866",NA,NA,"111294.79565","22579.62777","6895.72859","154585.47097","726839.16316","99148.62012"
"459.32682","470629.5862","1389186.96184","1376843.61463","247841.69819","110413.32535","148704.77489","20390.48872","91155.66399"
"459.34808","1170067.7925","222209.33319","2756.83009","244825.9816","71479.03084","101579.75299","966352.03386","191721.465"
"459.34844576","705766.09263","46733.48516",NA,"669015.95543","683433.53762","1466513.31462","2142960.53339","68278.6403"
"459.32712","1349994.23072","2265264.97308","2174250.42676","727337.56352","200009.25557","314147.22551","130581.01307","257645.40263"
"459.34464","217234.31821","51365.89998","19847.48717","147208.97906","18030.97415","11406.69354","41962.01314",NA
"459.90483","355657.0114","210999.62648","319415.70888","104828.12983","17003.15621","70723.29038","26414.46498","93314.93634"
"460.27063",NA,"790532.17233","21006764.59379",NA,NA,"515741.22987",NA,"129708.11094"
"460.31099",NA,NA,NA,NA,"214165.61365","383970.1487","400583.55929","22660.8603"
"460.26846","1665310.1975","143607.85641",NA,"724198.02718","1677240.12575","3123824.41216","3120284.38133","199213.92488"
"460.22084","49280.12563","262199.90636","11675.12625","572077.90171",NA,NA,"2263.07481",NA
"460.23485",NA,NA,"1000258.3858","1587157.09093",NA,NA,NA,NA
"460.29716",NA,NA,NA,NA,"136793.45801",NA,"107824.68279",NA
"460.22673","357605.87531",NA,"304950.66588",NA,NA,NA,NA,NA
"460.34359","423361.74478","19636.18618",NA,"198377.36625","6285.96362",NA,NA,NA
"460.35704",NA,NA,NA,NA,"884862.31163","1129855.50857",NA,"34223.8588"
"460.92183","683994.88549","688868.92827","368059.94149","268889.36613","356349.75529","208857.39242","194213.67692","370541.09043"
"461.0038",NA,NA,"146338.74677","2748214.31634",NA,"2450665.89239","3598212.3755","2900453.48864"
"461.10956",NA,"253846.94028","639052.77574","670738.42111","102318.93786","20949.87593","37244.41993","66144.43755"
"461.10835","257554.47833","4039.15396","6057033.07529","149685.24737","8489.98225",NA,"5614.7772",NA
"461.22994","379770.49296",NA,"3276521.20206",NA,NA,"1294342.95107","84250.17594","288001.05033"
"461.268","10764263.2462","8868424.4882","214175.57259","34342208.57351","115886208.55589","9916799.21449","43376152.10594","2708539.29849"
"461.18949","11444.05616","1014946.73122","32137920.10434","21716.93171","962523.66987","274601.73016",NA,NA
"461.18555","2691190.69181","1063822.28684","58031.1988","529755.97103","824331.66277",NA,"2075.99935","9655.84175"
"461.23189","178585.6759",NA,NA,"579238.36423","361257.46731",NA,NA,"52609.28723"
"461.1886",NA,"484850.46124","950554.98321",NA,"9219.31777",NA,NA,NA
"461.22741",NA,NA,NA,NA,"317065.997",NA,NA,"1408729.61454"
"461.21844","14087.31888","236027.00029","773205.46409","60965.27346","11854.44694","10319.6033","47577.57259","7246.96442"
"461.28791","11955048.05445","5654393.59491",NA,"14630037.5474","5596655.67337","6725127.8059","2498855.41196","502794.32155"
"461.32419","340292.1788","17848.24815","162756.72992","1135640.31486","196953.38805","585972.77648","376011.18816","17296.12959"
"461.36409","3369162.11551","716562.43231","2545.51228","4880222.61384","4429580.36167","4221571.99766","5975922.02314","1592294.28554"
"461.36414","7700242.73861","436125.82883",NA,"4218442.70254","1864937.36237","1785590.07327","8661601.55316","3084851.73541"
"461.32021","965462.75745","404622.89502",NA,"160039111.65366",NA,"225226.36976","2863904.84291",NA
"461.36393","147775.2568","114876.55833","5207.37506","34745.5376","164447.14874","10767.23202","761837.1551","2763005.14311"
"461.28343","197283.45191","343382.65217",NA,"275595.94911","8562.12261","130097.12521","545850.1968","161671.52563"
"461.33867","159380.62948","4693.59848","1140254.35722",NA,"1169515.64157","11826.8336","65287.20071","5987.25485"
"461.27301","55656.91989",NA,NA,"185782.01154",NA,NA,NA,NA
"461.32777","127219.81337","21732.85274",NA,"418498.51855","1018190.81409","2718753.23052","5766186.03643","310164.76034"
"461.99703",NA,NA,"377525.80166","379197.99787",NA,"5545375.11853","9105210.24031","7748685.47785"
"462.1055",NA,"150588.95988","1139767.89661",NA,NA,NA,NA,NA
"462.17387","476196.35085",NA,"8812036.04078","4688.37198","201344.16008",NA,NA,NA
"462.26914","1216726.21591","829285.16464",NA,"6982496.02653","14867.6854","254219.48046","94967752.73819","399006.04934"
"462.28606","78027.21238","1079857.27652","111552838.34278",NA,NA,NA,"1438950.53285","23271.1637"
"462.20544",NA,NA,"519786.02234","372168.00241",NA,NA,NA,NA
"462.2488","3878809.29284","1612261.54066",NA,"4277967.68775","245018.40219","313869.49608","648295.27431","95322.92777"
"462.32714",NA,"2537957.23247","2957522.68304","3405732.27395",NA,"496893.49774","1424016.84631","125717.48676"
"462.28674",NA,NA,"1773.34381","633091.95216",NA,"835328.59038","102273.01347",NA
"462.23723","1416832.22261","709492.82164",NA,NA,"110194.39219","367216.97068","69518.31514","9236.37792"
"462.97367",NA,NA,NA,NA,NA,NA,"611643.99208","193550.26542"
"462.94957","240018.1803","182044.11655",NA,"83350.02889","16052.54023","77120.26877","44596.33067","169137.13728"
"463.06828","417575.95702",NA,"11753228.37937",NA,NA,NA,NA,NA
"463.09279","167138.54349","48814.30489",NA,"5519.93821",NA,NA,NA,NA
"463.22366","4085094.11484","2844289.77485",NA,"3195254.12288","67806.1609","4356679.71302","4945260.82795",NA
"463.29836",NA,NA,"29194636.79756","3607767.72546",NA,NA,"357693.83146","1905951.56373"
"463.16134","175033.08277","176345.51917","210428.42732","68876.23785","49804.51171","62705.47227","347715.79293","40552.35909"
"463.21671","81358.30683",NA,"4318.00089","324264.59259","3212.20746","152314.07012","1535492.97914","63522.70299"
"463.23443","1762.87821",NA,NA,"438503.59523","1924.26432",NA,"456336.76057","505136.15681"
"463.30703",NA,NA,NA,"642173.86684","20367.22584","7769088.21861","743711.59084","43471.74487"
"463.21092","86704.77931",NA,"386769.75207",NA,NA,NA,NA,NA
"463.16724","138144.73705","357842.32986",NA,NA,NA,NA,NA,NA
"463.28672",NA,NA,NA,"16440.44163","4729.22711","7489.8548","26924350.75948","426248.62396"
"463.29347",NA,"200065.14216","80832.22729","127965.09976",NA,NA,NA,"3038.98909"
"463.32651","2249678.71005","99025.42198","7156.18635","2054693.95136","12588352.80764","429685.05801","8371220.635","2002.36709"
"463.38004","240083.13382","76625.99486","140805.12624","49641.79474","405944.45441","89394.93205","412999.51008","693827.34183"
"463.24734","6880428.11117","565976.48318","37308.17146","1233200.77798","552711.44551","57164.49742","3679463.15668","749549.58006"
"463.32615","257821.72202","705772.13026","805317.02437","299131.52002","315009.15904","16607.78595","3741.92387","1521.85035"
"463.37979","6451.22713",NA,NA,NA,"19751.91808","459475.71297","14621688.40897","22386608.84606"
"463.31816",NA,"1671788.03648","2173.22697","472680.45708",NA,NA,NA,NA
"463.3675","4877.28787",NA,NA,NA,NA,"5042056.98999",NA,"792542.42313"
"463.31024",NA,NA,NA,"2113.38592",NA,NA,"627005.57654","4474882.27878"
"463.37958","1030026.57323","7149.70354",NA,"569232.18921","104805.54337","70802.9311","2916485.21553","45714.44944"
"464.18334","2365296.07609","146657.72736",NA,"2771929.38368","99446.39263","15281.80744","688000.30012","222836.6195"
"464.17212","48034.99561","1764.17301",NA,"9151.90907",NA,"114385.40038","981249.61746","82453.58911"
"464.27682","150632.1179","249258.98789","200118.42099","1132628.47741","146446.05576","96102.8952","134451.44504","71377.71999"
"464.24794","289143.47343","270229.46812","561363.24647","29129.67467",NA,NA,NA,NA
"464.28462","167299.46175","1828642.0382",NA,"3342838.13205",NA,"3008644.8127","8180669.47863","288460.15914"
"464.31","2179498.96786","95083.65234",NA,"742160.01332","11096172.1648","1174497.87791","2685603.44867","133510.10406"
"464.25588",NA,"598861.94145",NA,NA,"330414.07035","243039.43006","2791.27826",NA
"464.20839","518593.60652","210611.87321","24751.44252","3063.07203",NA,"1166319.70473",NA,NA
"464.3105","274744.07014",NA,"3192194.76888","889216.29808","696260.92919","95515.28167","209114.32437","443663.67268"
"464.18654",NA,NA,NA,"582716.59908","2723044.33427","307931.5587","7071.80652","233065.37863"
"464.31534","12792534.332","23287135.65413","467208.57366","598638.67056",NA,"29436.53609","116768.73188","337833.45087"
"464.278","345361.66543","4138615.03534","182849.27085","578862.54087","267571.13454","100955.70187","853249.06934","61632.12561"
"464.31064",NA,"410999.36605",NA,"1387417.05978","5495.53629","2369.20371",NA,"1392957.46404"
"464.30157","435684.32669","6927362.92102","3495829.81688","6660.24145","22429.79541",NA,"23325.69034",NA
"464.33168",NA,NA,"36537.38455","58923.22749","145843.46983","99612.68501","56942.65804","384543.54146"
"465.16836","443593.24091","515339.39493","312852.04618","161208.56123",NA,"195419.82873","371154.62332","119140.78685"
"465.06781","390794.1842","275582.10548",NA,NA,NA,"629234.52594",NA,"2912534.24038"
"465.06743",NA,NA,NA,"140116.1285","14703.78428","135006.06425","112588.62635","11099.79712"
"465.08661",NA,NA,NA,"15506.58881",NA,NA,"106825.64064","804219.91933"
"465.08661534",NA,NA,NA,"3790.26504",NA,NA,"84749.99832","722496.72052"
"465.22641","12591738.0349","11926523.31415","505612.43947","2535469.87112","707762.87725","462167.36425","341893.84763","360697.86444"
"465.28561","195283.74822","10766752.94216","504492.54567","3327.79807",NA,NA,"1026269.26351","615680.92817"
"465.29817","1203548.91087",NA,NA,"2782947.91497","757656.80092","8536613.72818","1299751.70834","232143.73046"
"465.2317","833941.84581","58019.46202","80780.61762","49237.62587","2715622.65882","554438.85828","13589.71801","160616.00392"
"465.2635",NA,NA,NA,"390203.43981","305252.56545","1817233.58104","9452789.11537","5712116.18849"
"465.23194","5651662.89946","1093855.06826",NA,"7746795.12023","5518081.76604","865858.38194","483754.54828","45609.57763"
"465.30457","32888.04741","1307726.91007","3520752.10685","17364674.42324","7293547.15509",NA,"36226.82215","5008299.7262"
"465.25731","6942080.55528","215075.28291","7098596.0248",NA,"2053332.45166",NA,"1747489.33635",NA
"465.23543","313534.16386","19124.83038","1295367.40555","718853.04356","296680.03793","208510.7797","115761.56272","21707.19219"
"465.28639","25105.67271","10021.43754",NA,NA,"20966592.28688","16482188.55758","251179.0465","2453.51518"
"465.22599",NA,"833707.2433","813262.78737","830702.20278","281051.49506","144937.94539","123732.14848","193028.13734"
"465.28174","2591346.33358","776309.20894",NA,NA,NA,NA,"2942317.37616","13320.62875"
"465.26195","4352923.05924","2993449.64325",NA,"1279307.13885",NA,NA,"4640474.54405","589015.52745"
"465.22327","232370.27754","813222.70042","258029.43209","514230.65802","9620.1189","8711.51525",NA,NA
"465.26533","20202.72083",NA,"2649848.22274","16300180.80054",NA,"31017.23007",NA,NA
