"","Fold Change","log2(FC)"
"470.23045",8.5823,3.1014
"417.28591",8.5809,3.1011
"328.16985",8.5783,3.1007
"630.51844",8.5703,3.0993
"462.29969",8.5687,3.0991
"645.49507",0.11712,-3.0939
"541.3349",8.5236,3.0915
"279.23325",0.11738,-3.0908
"432.98131",0.11748,-3.0895
"619.44645",8.5083,3.0889
"401.29067",8.4891,3.0856
"319.19192",8.4808,3.0842
"287.09302",8.4714,3.0826
"676.30599",8.462,3.081
"332.2679",8.3944,3.0694
"430.98438",0.11913,-3.0693
"300.26273",0.11918,-3.0688
"228.05125",8.3827,3.0674
"471.24287",8.3557,3.0628
"384.27576",8.3466,3.0612
"109.00301",8.3385,3.0598
"481.34611",0.12023,-3.0561
"472.27011",8.3114,3.0551
"156.02905",8.3049,3.054
"299.15026",8.2964,3.0525
"156.06568",0.12063,-3.0513
"283.2433",8.281,3.0498
"407.28059",8.2747,3.0487
"377.12454",0.121,-3.0469
"482.32172",0.12102,-3.0467
"673.54192",0.12137,-3.0425
"277.14769",8.2392,3.0425
"435.23671",8.2228,3.0396
"433.9848",0.12186,-3.0366
"526.293",0.12212,-3.0336
"246.14281",0.12222,-3.0325
"767.42262",8.1773,3.0316
"533.34841",0.12249,-3.0292
"206.0455",0.12253,-3.0288
"132.04427",8.1608,3.0287
"775.57754",0.12306,-3.0226
"492.33356",8.1071,3.0192
"333.24397",0.12372,-3.0149
"327.0879",0.12409,-3.0105
"537.3205",0.12437,-3.0073
"129.96907",0.12441,-3.0068
"136.89064",0.12444,-3.0065
"254.10378",0.12456,-3.0051
"197.04884",8.0279,3.005
"165.05483",0.12495,-3.0006
"331.25536",8.0022,3.0004
"633.4379",7.9982,2.9997
"227.16479",7.9853,2.9973
"617.47649",0.12575,-2.9914
"307.11908",7.9431,2.9897
"163.06009",7.9395,2.989
"521.29464",0.12605,-2.9879
"226.11635",7.9207,2.9856
"554.50574",7.9127,2.9842
"423.27265",0.1264,-2.9839
"257.12986",7.9029,2.9824
"511.31048",0.12667,-2.9809
"150.05495",7.8934,2.9806
"512.27715",7.8892,2.9799
"245.13947",0.12684,-2.979
"475.19769",7.8837,2.9789
"481.33617",0.12695,-2.9776
"361.19218",7.8759,2.9774
"689.35279",7.8535,2.9733
"306.25207",7.8525,2.9731
"629.51486",7.8389,2.9707
"227.12874",0.12779,-2.9681
"311.16891",7.823,2.9677
"218.08544",7.8224,2.9676
"389.10379",0.12835,-2.9619
"656.53463",7.7762,2.9591
"484.2766",0.12898,-2.9548
"327.23359",7.7453,2.9533
"569.45496",0.12912,-2.9532
"609.32151",7.7424,2.9528
"287.22313",0.12929,-2.9513
"475.26819",7.7331,2.951
"485.22163",7.7078,2.9463
"487.34346",0.12978,-2.9458
"432.24303",7.7034,2.9455
"357.21493",0.12988,-2.9448
"467.33818",0.12995,-2.9439
"535.27368",7.6903,2.943
"507.31553",0.13037,-2.9393
"219.0821",7.6531,2.936
"462.2488",7.648,2.9351
"511.27367",7.647,2.9349
"227.12864",0.13092,-2.9332
"475.19755",7.6383,2.9332
"478.30788",0.13096,-2.9328
"171.13809",0.1311,-2.9313
"505.27452",7.616,2.929
"607.45796",0.13144,-2.9276
"286.20538",7.5943,2.9249
"216.13177",0.13203,-2.9211
"435.98168",0.13211,-2.9202
"531.29937",7.5653,2.9194
"527.30445",7.5564,2.9177
"407.11483",7.5286,2.9124
"539.3052",0.13298,-2.9107
"114.93274345",7.5076,2.9084
"301.26572",0.13325,-2.9078
"335.16194",0.13335,-2.9067
"113.04137",7.495,2.9059
"270.04762",0.13386,-2.9012
"169.07622",0.1339,-2.9007
"172.09711",0.13396,-2.9001
"521.24327",7.4628,2.8997
"341.19751",0.13428,-2.8967
"608.31821",7.4461,2.8965
"309.10194",7.4361,2.8945
"199.09703",0.13474,-2.8917
"239.1037",0.13508,-2.8881
"158.08141",7.4,2.8875
"196.06085",7.3968,2.8869
"550.29078",0.13521,-2.8867
"171.0766",7.3862,2.8848
"222.1576",7.3804,2.8837
"527.28642",7.3771,2.8831
"427.26162",7.3709,2.8818
"404.28883",0.13581,-2.8804
"435.03493",0.13588,-2.8796
"358.13021",0.13596,-2.8787
"611.34459",7.3447,2.8767
"258.12791",7.3188,2.8716
"473.25252",7.3188,2.8716
"284.22318",7.3183,2.8715
"491.33842",0.13699,-2.8679
"525.26206",7.296,2.8671
"155.03388",7.2829,2.8645
"344.28098",7.2789,2.8637
"222.07699",0.13749,-2.8626
"381.09603",0.13768,-2.8606
"272.23154",0.13769,-2.8605
"321.21061",7.2593,2.8598
"445.19044",7.2213,2.8523
"590.50595",7.2143,2.8509
"313.23854",7.1988,2.8478
"625.32423",0.13918,-2.8449
"257.21222",0.13936,-2.8431
"369.22867",0.13938,-2.8429
"465.30491",7.1716,2.8423
"311.22334",0.13947,-2.8419
"227.10903",7.1561,2.8392
"116.9273668",7.1438,2.8367
"221.15434",7.1324,2.8344
"245.13952",0.14036,-2.8328
"329.23953",7.1192,2.8317
"328.23644",7.1096,2.8298
"403.28595",0.14075,-2.8288
"335.16206",0.14083,-2.828
"461.27234",0.14085,-2.8278
"216.08758",0.14086,-2.8276
"209.06629",7.0975,2.8273
"203.03456",0.14096,-2.8266
"313.11967",7.0939,2.8266
"391.28562",7.0788,2.8235
"285.12464",7.0786,2.8235
"492.34538",7.0572,2.8191
"209.01211",0.14171,-2.819
"243.0512",0.14199,-2.8161
"471.26693",7.0351,2.8146
"305.24896403",0.14232,-2.8128
"274.14135",0.14273,-2.8086
"673.54122",0.14287,-2.8072
"387.12843",6.9866,2.8046
"355.24958",0.14314,-2.8045
"435.23381",6.9585,2.7988
"359.25541",6.9578,2.7986
"132.07355",6.9513,2.7973
"287.05659",6.9507,2.7972
"251.12648",0.1441,-2.7948
"418.3102",0.14412,-2.7947
"372.3122",6.919,2.7906
"527.3207",6.9174,2.7902
"673.54172",0.14492,-2.7866
"538.22996",0.14514,-2.7845
"617.53439",6.8868,2.7838
"151.01373",6.8838,2.7832
"511.2738",6.8827,2.783
"252.08762",6.8816,2.7828
"152.08179",6.87,2.7803
"360.24914",6.8653,2.7793
"228.13179",6.8494,2.776
"550.32129",6.8447,2.775
"314.14341",6.8433,2.7747
"397.25933",6.8399,2.774
"611.34524",0.14647,-2.7714
"451.27043",6.8256,2.7709
"632.49763",6.8237,2.7706
"223.16973",6.8232,2.7705
"553.50306",6.816,2.7689
"269.04572",6.801,2.7657
"343.11127",0.14742,-2.762
"241.14455",0.14754,-2.7608
"554.31662",0.14757,-2.7606
"192.06599",6.7415,2.7531
"160.06867",0.14841,-2.7523
"385.16945",6.7361,2.7519
"283.17237",6.7324,2.7511
"107.04899",6.7218,2.7489
"439.2472",6.7209,2.7487
"542.33611",6.7007,2.7443
"353.15845",6.6939,2.7429
"358.25221",6.6927,2.7426
"588.4668",0.14955,-2.7413
"491.27839",0.15004,-2.7366
"552.49994",6.6444,2.7321
"315.19733",0.15084,-2.7289
"462.32293",6.62,2.7268
"132.86677",0.15106,-2.7268
"367.11422",0.15113,-2.7261
"317.11465",6.6022,2.723
"469.22711",6.5945,2.7213
"215.10337",6.5916,2.7206
"543.25549",6.5789,2.7179
"378.27788",6.575,2.717
"470.14778",6.5538,2.7123
"265.05115",6.5509,2.7117
"312.22665",0.15303,-2.7081
"538.38638",6.5307,2.7072
"295.22812",0.15351,-2.7036
"497.3412",0.1536,-2.7028
"180.03805",6.5085,2.7023
"408.26804",0.15407,-2.6983
"406.19899",0.15434,-2.6959
"233.06655",6.4661,2.6929
"759.41566",0.15485,-2.691
"277.21756",0.15498,-2.6899
"372.25475",0.15508,-2.6889
"335.09455",0.1552,-2.6878
"410.26473",0.15534,-2.6865
"237.06138",6.4284,2.6845
"387.252",6.4219,2.683
"315.0326",0.15571,-2.683
"367.15883",6.4201,2.6826
"230.10161",0.15592,-2.6811
"130.04991",6.4135,2.6811
"399.18862",6.3916,2.6762
"631.49464",6.3917,2.6762
"85.06441",6.3835,2.6744
"131.07024",6.3791,2.6734
"275.14035144",6.3788,2.6733
"297.15301",6.3762,2.6727
"418.21402",6.3661,2.6704
"393.22869",0.15712,-2.6701
"454.26612",0.15729,-2.6685
"451.3029",6.3452,2.6657
"516.30824",6.3335,2.663
"395.24738",6.3281,2.6618
"406.14128",0.15807,-2.6614
"388.21074",6.3261,2.6613
"545.32346",6.3214,2.6602
"197.11771",0.15825,-2.6597
"677.28672",0.15826,-2.6596
"527.30479",6.3172,2.6593
"541.33394",6.3172,2.6593
"651.59364",6.3112,2.6579
"472.35162498",0.1585,-2.6574
"139.11174",0.15869,-2.6557
"139.01952",6.2985,2.655
"465.23897",6.2977,2.6548
"412.86129",0.15927,-2.6505
"478.3473",6.2743,2.6495
"235.04298",0.15947,-2.6486
"400.18844",0.15969,-2.6467
"631.46057",6.2506,2.644
"285.08442",0.16012,-2.6428
"447.34849266",0.16033,-2.6408
"554.3463",6.2327,2.6399
"516.2939",6.2151,2.6358
"381.33801",0.16094,-2.6354
"433.29611",0.16114,-2.6336
"175.09678",0.1614,-2.6312
"99.92438",6.1897,2.6299
"334.17755",6.19,2.6299
"535.2382",6.1894,2.6298
"467.30354",0.16161,-2.6294
"409.19053",0.16171,-2.6286
"335.16176",0.16183,-2.6275
"414.20393",6.1686,2.6249
"267.12178",0.16221,-2.6241
"405.26458",6.1629,2.6236
"102.05473",6.1538,2.6215
"315.25436",0.16251,-2.6214
"191.05523",6.1504,2.6207
"337.10892",0.16278,-2.619
"465.30466",6.143,2.6189
"661.54168",6.1405,2.6183
"418.30487",0.16297,-2.6173
"88.03897",6.1357,2.6172
"318.13079",6.1345,2.6169
"446.19437",6.132,2.6164
"351.21788",0.16325,-2.6148
"655.53122",6.1195,2.6134
"224.05632",0.16345,-2.6131
"121.02825",6.1011,2.6091
"377.28316",6.0988,2.6085
"627.5358",0.16418,-2.6067
"253.10812",6.0815,2.6044
"551.30422",6.0756,2.603
"275.1272",6.07,2.6017
"300.19329",0.1648,-2.6012
"303.11536",0.16515,-2.5982
"389.28341",0.16516,-2.5981
"421.23386",0.16521,-2.5976
"324.13008",6.0522,2.5975
"505.30164",6.0442,2.5956
"293.21248",0.16585,-2.592
"343.19921",0.1659,-2.5916
"99.00739",6.0224,2.5903
"349.20221",0.16607,-2.5901
"339.09606",6.0172,2.5891
"667.47088",6.0164,2.5889
"118.91712",6.0111,2.5876
"269.21222",6.0107,2.5875
"417.30149",0.16677,-2.584
"285.08045",0.16688,-2.5831
"256.05939",5.9871,2.5819
"285.01459",5.9847,2.5813
"130.08625",5.9813,2.5805
"415.21629",5.9679,2.5772
"579.49949",0.16791,-2.5742
"587.28709",5.9483,2.5725
"349.12566",5.9356,2.5694
"297.23438",0.16852,-2.569
"197.09958",5.9208,2.5658
"782.56507",0.16904,-2.5646
"504.33339",0.16917,-2.5635
"485.30425",0.16943,-2.5612
"466.23512",0.1698,-2.5581
"116.92741",0.16984,-2.5578
"484.30426",5.8846,2.5569
"466.30704",5.8822,2.5564
"525.28968",0.17025,-2.5543
"316.18822",0.1703,-2.5538
"480.30979",5.8666,2.5525
"468.1518",0.17073,-2.5502
"613.50218",5.8505,2.5486
"496.26852",5.8495,2.5483
"169.04003",5.845,2.5472
"442.16282",5.844,2.547
"315.25424",0.17112,-2.5469
"774.57424",0.17132,-2.5453
"455.29137",5.836,2.545
"255.23291",5.8202,2.5411
"200.12847",0.17235,-2.5366
"336.19006",5.8004,2.5362
"461.26743",5.7833,2.5319
"225.22213",0.17294,-2.5317
"351.21629",0.17299,-2.5313
"341.14856",0.17306,-2.5306
"118.91713",5.7758,2.53
"525.25279",5.7727,2.5293
"569.54265",5.7708,2.5288
"528.30829",5.7509,2.5238
"538.32966",5.7453,2.5224
"154.96439",0.17412,-2.5219
"395.24343",5.7391,2.5208
"540.33102",5.7354,2.5199
"554.34684",5.7322,2.5191
"132.86685",0.17449,-2.5187
"349.14133",0.17494,-2.5151
"460.28339",5.7131,2.5143
"567.53597",5.7099,2.5135
"241.09224",5.7097,2.5134
"235.08229",0.1752,-2.5129
"289.07197",5.704,2.512
"221.04533",0.17549,-2.5105
"469.21588",5.6963,2.51
"463.34354",0.17562,-2.5094
"538.49234",5.6917,2.5089
"128.03423",5.6907,2.5086
"473.28322",5.6843,2.507
"302.98726",5.6453,2.497
"248.09749",5.638,2.4952
"333.22077",0.17792,-2.4907
"509.25777",0.17811,-2.4891
"568.5394",5.6055,2.4868
"487.23757",5.5926,2.4835
"504.2713",5.5902,2.4829
"303.12013",5.5901,2.4829
"457.28338",0.17896,-2.4823
"419.2805",0.17905,-2.4816
"346.13878",0.17969,-2.4764
"164.92628",5.5615,2.4755
"662.54495",5.5506,2.4726
"357.18581",5.5335,2.4682
"286.11677",0.18079,-2.4676
"406.2685",5.5313,2.4676
"453.26282",0.1808,-2.4675
"510.29154",5.5307,2.4675
"132.86676",0.18086,-2.4671
"537.48907",5.5232,2.4655
"232.05903",5.5052,2.4608
"255.23278",5.5026,2.4601
"356.14539",5.4938,2.4578
"496.29658",5.4913,2.4572
"349.16638",0.18264,-2.453
"306.13522",0.18289,-2.451
"533.30955",5.4667,2.4507
"603.49587",0.18292,-2.4507
"386.09169",5.4665,2.4506
"257.12951",0.18301,-2.45
"397.23634",5.4602,2.449
"711.51864",0.18319,-2.4486
"364.2192",0.18326,-2.448
"319.13013",5.448,2.4457
"243.1236",5.4474,2.4456
"363.21582",0.18365,-2.4449
"333.17141",0.18377,-2.4441
"158.97769",5.4358,2.4425
"523.23654",0.18402,-2.4421
"283.26458",5.4311,2.4412
"375.25212",5.4287,2.4406
"296.23117",0.18442,-2.439
"482.30307",0.18446,-2.4386
"479.24739",5.4161,2.4373
"636.5288",0.18466,-2.437
"201.11267",0.18481,-2.4359
"231.12366",0.18492,-2.435
"505.33569",5.4067,2.4347
"153.01826",5.4054,2.4344
"595.49445",5.3868,2.4294
"362.07563",5.3864,2.4293
"468.34149",0.186,-2.4266
"363.20749",5.3735,2.4259
"299.11986",0.18637,-2.4238
"327.13554",0.18638,-2.4237
"301.09618",0.18647,-2.423
"401.15401",5.3616,2.4227
"284.26722",5.3603,2.4223
"299.25517",0.18657,-2.4222
"267.09869",5.3495,2.4194
"327.08815",0.18699,-2.4189
"199.09704",0.18721,-2.4173
"402.29405",5.3409,2.4171
"439.30696",0.18739,-2.4159
"265.14799",5.3359,2.4157
"133.04658",5.3307,2.4143
"453.28628",5.3279,2.4136
"597.39326",5.3262,2.4131
"451.1145",5.3223,2.412
"160.06043",5.3188,2.4111
"508.33694",5.3163,2.4104
"285.27018",5.3127,2.4094
"257.08235",0.18825,-2.4093
"409.31128",5.3086,2.4083
"337.20606",0.18839,-2.4082
"331.08034",5.2983,2.4055
"224.01345",5.2928,2.404
"285.11366",0.18897,-2.4038
"286.07338",0.18908,-2.4029
"333.1383",5.2825,2.4012
"147.06523",5.2781,2.4
"365.23675",5.2741,2.3989
"147.0289",5.2556,2.3938
"533.36031",0.19059,-2.3915
"301.12959",0.19084,-2.3896
"171.02911",0.19116,-2.3872
"464.30985",5.2303,2.3869
"337.20574",5.2279,2.3862
"492.33384",5.224,2.3852
"151.01455",5.2191,2.3838
"369.20518",5.2153,2.3828
"353.2012",5.2127,2.382
"296.23127",0.1921,-2.3801
"635.52584",0.19239,-2.3779
"471.34799",0.19246,-2.3774
"143.11795",0.19262,-2.3761
"310.09391",5.186,2.3746
"135.04418",5.184,2.3741
"464.28435",0.1929,-2.3741
"453.28611",5.1829,2.3737
"134.89362",0.1931,-2.3726
"141.01584",5.1754,2.3717
"544.26613",5.1731,2.371
"329.23369",0.19407,-2.3654
"167.07052",0.19416,-2.3647
"591.31729",5.1467,2.3637
"78.9576",0.19475,-2.3603
"93.03313",5.1346,2.3603
"645.49502",0.19482,-2.3598
"219.12349",0.19515,-2.3573
"96.95874",5.1181,2.3556
"257.10339",5.1138,2.3544
"447.20607",5.1102,2.3534
"376.27906",5.1069,2.3525
"202.11591",0.19583,-2.3523
"344.20274",5.1064,2.3523
"620.52546",5.1016,2.351
"348.17412",0.19627,-2.3491
"177.01836",5.0932,2.3486
"781.55894",0.19649,-2.3475
"589.51742",5.0889,2.3474
"115.0388",5.0875,2.3469
"550.05514",0.19681,-2.3451
"130.98255",5.0718,2.3425
"123.04404",0.19722,-2.3421
"186.07648",0.19723,-2.3421
"245.06682",5.0705,2.3421
"230.14745",0.19733,-2.3413
"271.15555",0.19765,-2.339
"271.22825",0.19796,-2.3367
"399.22053",5.046,2.3351
"375.27557",5.0438,2.3345
"385.19196",5.0317,2.331
"197.08138",0.19895,-2.3295
"615.53826",5.011,2.3251
"269.2489",5.0108,2.325
"405.26473",5.0089,2.3245
"361.27144",5.0046,2.3233
"249.11333",0.20031,-2.3197
"270.25214",4.9924,2.3197
"674.54508",0.20045,-2.3187
"635.35015",0.20065,-2.3173
"379.14068",0.20066,-2.3172
"511.30982",0.20067,-2.3171
"418.92961",4.9809,2.3164
"273.07734",4.98,2.3161
"448.35181",0.20091,-2.3154
"537.30751",4.9705,2.3134
"336.13039",4.9629,2.3112
"397.16905954",4.9573,2.3096
"538.32046",4.9554,2.309
"611.44545",0.20191,-2.3083
"301.62761",4.9529,2.3083
"213.09155",4.9462,2.3063
"377.25529",0.20223,-2.3059
"461.36419",0.20235,-2.3051
"449.32772",0.2025,-2.304
"170.0424",4.9365,2.3035
"365.2308",4.9313,2.302
"369.10427",4.9133,2.2967
"351.22132",4.9116,2.2962
"225.09901",4.9039,2.2939
"431.20317",0.20436,-2.2908
"136.07574",0.20449,-2.2899
"610.33247",0.20475,-2.288
"274.03342",4.8835,2.2879
"239.2016",0.20477,-2.2879
"488.37477",0.20496,-2.2866
"408.25244",0.2052,-2.2849
"549.29367",0.20529,-2.2842
"269.06714",4.862,2.2815
"403.35833",0.20595,-2.2797
"363.20994",0.20609,-2.2786
"432.2069",0.20617,-2.2781
"169.04971",0.20631,-2.2771
"383.1351",4.8442,2.2762
"527.32077",4.8431,2.2759
"393.2652",4.831,2.2723
"136.89057",4.8205,2.2692
"693.50501",4.8164,2.268
"411.35929",4.8084,2.2656
"261.08816",4.8066,2.265
"371.18993",4.8024,2.2638
"467.2977",4.8012,2.2634
"479.31957",4.7979,2.2624
"521.33098",4.79,2.26
"116.92739",0.2095,-2.255
"360.2679",4.7697,2.2539
"297.24372",0.20967,-2.2538
"408.28423",0.20983,-2.2527
"324.16514",0.20987,-2.2524
"126.09939",0.2104,-2.2488
"151.03899",4.7506,2.2481
"363.21583",0.211,-2.2447
"343.21301",0.21109,-2.2441
"332.22352",0.21111,-2.244
"479.30157",4.7299,2.2418
"325.20249",0.21142,-2.2418
"419.28472",4.7293,2.2416
"365.34259",4.7264,2.2407
"343.08592",4.7259,2.2406
"340.16038",0.21167,-2.2401
"399.15098",4.7143,2.237
"625.53223",0.21214,-2.2369
"466.3063",4.7104,2.2358
"403.2969",4.7094,2.2356
"135.04399",4.7091,2.2355
"488.2762",4.7017,2.2332
"279.61447",4.6966,2.2316
"487.27302",4.6938,2.2308
"557.45764",4.6864,2.2285
"474.28641",4.6771,2.2256
"468.31845",0.21382,-2.2255
"443.17491",4.665,2.2219
"596.49793",0.21446,-2.2212
"294.21603",0.21499,-2.2177
"297.0863",0.21538,-2.2151
"468.24695",4.6387,2.2137
"369.24082",0.21567,-2.2131
"433.29629",0.21567,-2.2131
"574.4508",0.21572,-2.2128
"555.33238",0.21587,-2.2118
"525.27037",4.631,2.2113
"330.25228",4.6273,2.2102
"381.23202",4.6235,2.209
"117.01816",4.611,2.2051
"511.27313",4.6094,2.2046
"588.46626",0.21733,-2.202
"188.00959",4.5999,2.2016
"115.07527",0.21752,-2.2007
"355.32232",0.2177,-2.1996
"301.21752",0.21782,-2.1988
"321.13235",4.5903,2.1986
"245.13924",0.21791,-2.1982
"608.31767",0.21809,-2.197
"491.33824",0.21821,-2.1962
"229.09812",0.21847,-2.1945
"271.09784",4.5755,2.1939
"592.31688",4.574,2.1935
"527.30485",4.5725,2.193
"370.1776",4.5705,2.1924
"349.2389",0.21937,-2.1885
"273.11383",0.21962,-2.1869
"351.3269",4.5532,2.1869
"433.33262",0.21964,-2.1868
"520.32784",0.21985,-2.1854
"257.12968",4.5472,2.185
"316.25761",0.22016,-2.1834
"374.23988",4.5396,2.1826
"349.20253",0.22032,-2.1823
"467.33809",0.22065,-2.1801
"173.11752",0.22089,-2.1786
"606.34136",4.5264,2.1784
"360.105",4.5257,2.1781
"229.14428",0.22103,-2.1777
"127.00014181",4.5217,2.1769
"315.13532",0.22127,-2.1761
"345.22878",0.22141,-2.1752
"528.30804",4.5158,2.175
"129.01831",4.5096,2.173
"409.27133",0.2218,-2.1727
"435.31125",0.22191,-2.172
"552.30814",4.506,2.1718
"475.28932",4.4987,2.1695
"439.28204",4.4948,2.1683
"363.12058",4.4902,2.1668
"509.28866",4.4851,2.1651
"362.26477",4.4726,2.1611
"583.46057",4.4706,2.1605
"377.14315",4.4685,2.1598
"292.10335",0.22396,-2.1587
"230.10304",0.22399,-2.1585
"241.18084",0.22406,-2.158
"305.01828",0.22437,-2.156
"476.28442",4.455,2.1554
"226.06493",4.4544,2.1552
"233.1391",4.4472,2.1529
"321.20741",0.22486,-2.1529
"330.20405",0.22498,-2.1521
"355.20269",0.22504,-2.1517
"627.33947",0.2251,-2.1514
"255.23263",4.4408,2.1508
"399.18517",0.22526,-2.1503
"265.14806",4.4383,2.15
"283.10895",4.438,2.1499
"269.21253",0.22548,-2.1489
"257.17569",0.22552,-2.1486
"403.23579",4.4338,2.1486
"619.56689",0.22611,-2.1449
"471.34847",0.22638,-2.1432
"389.27027",0.22644,-2.1428
"471.34812",0.22656,-2.142
"399.22135",0.22681,-2.1404
"365.231",4.3887,2.1338
"395.1898",4.3842,2.1323
"216.08744",0.22871,-2.1284
"679.37654",0.22873,-2.1283
"509.28817",4.3678,2.1269
"469.2271",4.3606,2.1245
"319.13145",4.3536,2.1222
"311.16862",4.352,2.1217
"375.32724",0.22983,-2.1213
"230.08207",0.2303,-2.1184
"577.36453",4.3279,2.1137
"623.34137",4.3266,2.1132
"497.33036",0.23155,-2.1106
"488.24046",4.313,2.1087
"322.24714",0.23276,-2.1031
"248.93497",4.2923,2.1017
"391.20863",0.23316,-2.1006
"496.28412",0.23346,-2.0987
"518.89547",4.2828,2.0986
"471.26722",4.2675,2.0934
"348.89642",4.2545,2.089
"487.23773",4.2476,2.0866
"188.09999",0.23559,-2.0857
"499.3101",4.244,2.0854
"170.04508",0.23571,-2.0849
"373.23646",4.2301,2.0807
"479.3745",0.23651,-2.08
"127.00014",4.2247,2.0788
"595.49447",0.23721,-2.0758
"371.18013",0.23722,-2.0757
"372.19357",0.23769,-2.0729
"372.2142",0.23774,-2.0725
"377.23359",0.2378,-2.0722
"444.31251",4.196,2.069
"715.5679",0.23863,-2.0671
"225.113",0.23898,-2.065
"331.15569",0.23906,-2.0645
"125.09604",0.2399,-2.0595
"479.29767",4.1673,2.0591
"395.31701",0.24004,-2.0586
"463.28393",4.1646,2.0582
"519.38064",0.24015,-2.058
"611.50271",4.1618,2.0572
"200.05592",4.1533,2.0542
"211.13347",0.24104,-2.0526
"541.27863",4.1472,2.0522
"456.28301",4.1268,2.045
"700.38502",4.1254,2.0445
"433.24917",0.24244,-2.0443
"469.25036",4.1235,2.0439
"405.26505",0.24314,-2.0402
"468.25121",4.1108,2.0394
"482.2955",0.24333,-2.039
"526.31446",4.1088,2.0387
"317.17007",4.1048,2.0373
"293.21266",0.24365,-2.0371
"541.484",0.24378,-2.0363
"464.31",0.24386,-2.0359
"366.22631",4.0982,2.035
"615.51851",4.0963,2.0343
"353.10123",0.24431,-2.0332
"161.06927",4.0871,2.0311
"436.27907",4.0843,2.0301
"365.14661",4.0784,2.028
"568.31838",4.0738,2.0264
"302.22093",4.0618,2.0221
"229.11902",0.24653,-2.0202
"187.09683",0.24661,-2.0197
"504.37006",0.24667,-2.0194
"431.35292",4.0508,2.0182
"615.31655",0.24706,-2.0171
"99.00741",4.0472,2.0169
"460.20637",4.041,2.0147
"369.17456",4.0377,2.0135
"211.1335",4.0354,2.0127
"487.20145",4.0297,2.0107
"621.437",4.0167,2.006
"463.32651",0.24954,-2.0027
"557.35134",4.0052,2.0019
"370.10748",4.001,2.0004
"513.28957",0.25014,-1.9992
"131.07031",3.9937,1.9977
"307.26462",3.9932,1.9975
"139.05815",0.2506,-1.9966
"596.29276",3.9905,1.9966
"589.30355",3.9775,1.9919
"459.20307",3.975,1.991
"283.10899",3.9738,1.9905
"389.2703",0.25212,-1.9878
"459.27344",3.9588,1.9851
"187.00637",3.9542,1.9834
"307.09563",0.2529,-1.9834
"301.21757",3.9522,1.9827
"407.25752",3.9521,1.9826
"781.56317",3.9519,1.9825
"413.20029",3.9502,1.9819
"498.28996",3.9415,1.9788
"142.0652",0.25398,-1.9772
"269.04608",0.25415,-1.9762
"350.23964",3.934,1.976
"375.29082",0.2542,-1.9759
"327.20769",3.9311,1.9749
"271.22353",3.9307,1.9748
"387.11481",3.9308,1.9748
"451.26678",0.25452,-1.9742
"629.31123",0.25497,-1.9716
"380.9267",0.25534,-1.9695
"181.04989",0.25543,-1.969
"317.26022",0.25547,-1.9688
"505.26285",3.9137,1.9685
"116.92731845",3.9132,1.9684
"513.47972",3.9115,1.9677
"345.21082",0.25595,-1.9661
"321.13475",0.25597,-1.966
"254.10346",0.25613,-1.9651
"261.11356",0.25632,-1.964
"283.26464",0.25647,-1.9632
"373.2751",0.25656,-1.9626
"585.48702",0.25703,-1.96
"624.52903",0.25727,-1.9587
"618.47973",0.2573,-1.9585
"251.129",0.25735,-1.9582
"463.30707",0.25746,-1.9576
"298.24689",0.25752,-1.9573
"231.01867",0.25771,-1.9562
"183.0482",3.8789,1.9557
"335.15372",0.25849,-1.9518
"537.35597",0.25862,-1.9511
"478.29415",3.8649,1.9504
"511.47326",3.8579,1.9478
"286.13614",0.25966,-1.9453
"269.21212",3.8484,1.9442
"512.47659",3.8449,1.943
"249.14975",3.8441,1.9427
"429.25854",3.843,1.9422
"435.23454",0.26054,-1.9404
"462.369",0.2606,-1.9401
"335.15403",0.26075,-1.9393
"315.10779",0.26078,-1.9391
"425.30278",3.8324,1.9382
"345.2283",3.8305,1.9375
"407.11044",3.8286,1.9368
"617.47639",0.26132,-1.9361
"567.31531",3.8248,1.9354
"377.23679",3.8247,1.9354
"415.18993",3.8162,1.9321
"204.05095",3.8124,1.9307
"285.17108",3.8092,1.9295
"365.24625",3.8087,1.9293
"559.47118",3.8083,1.9291
"305.1013",0.26278,-1.9281
"269.17603",0.26293,-1.9273
"476.2786",3.8032,1.9272
"483.26542",3.8019,1.9267
"303.1353811",3.7983,1.9253
"481.31719",3.7962,1.9246
"398.20914",3.7933,1.9234
"455.24223",0.26407,-1.921
"248.09293",3.7849,1.9202
"245.13947648",0.26486,-1.9167
"476.27817",3.7712,1.915
"617.51107",0.2655,-1.9132
"507.3175",3.7641,1.9123
"286.00319",3.7637,1.9122
"330.23725",0.26599,-1.9106
"322.14952",3.7591,1.9104
"325.18449",0.26625,-1.9091
"129.96904",0.26639,-1.9084
"285.24375",3.754,1.9084
"541.321",0.26662,-1.9071
"252.13226",0.26665,-1.907
"217.10788",0.26671,-1.9066
"270.21588",0.26725,-1.9037
"784.58215",0.26727,-1.9036
"156.01132",3.7402,1.9031
"311.22321",0.26747,-1.9025
"461.35403",3.7326,1.9002
"173.1033",0.26791,-1.9002
"116.04946",0.26809,-1.8992
"181.06914",3.7284,1.8985
"328.11946",0.26829,-1.8981
"376.29379",0.26847,-1.8972
"257.06713",3.7216,1.8959
"481.18811",3.7156,1.8936
"133.04936",3.7127,1.8925
"114.93279",3.7058,1.8898
"117.92743",3.7012,1.888
