"Sample","SA1","SA2","SA3","SA4","SA5","SB1","SB2","SB3","SB4","SB5"
"Label","A","A","A","A","A","B","B","B","B","B"
"417.16722",NA,"6783.22252","13604.27518","14084.63239","59709.61297","4225387.17528","8048216.86091","12697926.48208","16526019.56844","17016993.3547"
"417.19492","978652.60497","978997.67685",NA,"193386.66771",NA,NA,NA,NA,NA,NA
"417.19307","164810.23576","447648.54288","724384.54235","581921.75922","792762.28014","8169962.79168","8203675.7514","8527355.39446","9388901.29955","11189421.79311"
"417.33307","2343999.36921","2262219.12491","1846305.55352","1937949.6004","1758140.8677","2540066.39298","1971988.66982","1941215.24344","1909955.9228","2095016.38693"
"417.34592",NA,"2520.64478","7359.78528","3479.05186","15488.4945","33034.97544","49875.64697","77590.06687","84909.67868","91747.51451"
"417.40588","593427.95527","298402.11499","333502.65119","441327.59275","348934.47556","508721.10119","161254.60794","432838.67843","441466.17233","417959.32641"
"417.72189","298850.19686","425768.40706","330507.41431","523312.10922","459598.16741","367958.21078","425991.87983","424963.79182","355736.34781","41901.32503"
"418.10643","69077.59326","124903.50391","65498.12334","57188.48143","125378.70024","87410.75791","91842.083","157217.48721","140072.38294","165984.798"
"418.24556","1032496.13311","1490218.50514","727349.31498","1043482.3917","802362.22083","853932.50177","740332.09925","956911.98926","798012.73085","496602.85222"
"418.19792","562827.19788","7588981.96795","8173416.93455","8288030.87482","8658447.36029","8283237.06131","9043902.40176","8703941.7354","9125196.35248","9607926.13406"
"418.22119","1025733.36278","967166.09758","873721.98511","466516.031","914046.05494","1127887.42687","982274.36096","1184554.66162","1069417.96046","774283.83441"
"418.09112","9862987.60685","9603810.40423","9506934.7143","9424829.94623","9518722.3475","1607288.28091","1794406.64317","1775854.07873","8558.61367",NA
"418.18592","11014830.89751","10647285.28247","9506631.65263","9323810.75516","8680878.76797","2734757.40654",NA,NA,"212974.55528",NA
"418.18804","71033.48053","113735.44767","140463.06561","107274.59513","50370.18756","40081.13824","27151.87359","3695.52928","1728.07001","2609.72262"
"418.18783",NA,"6614.58837","17864.46734","12872.14162","21542.8652","71817.07518","113592.19331","57257.40061","114793.39492","114214.27128"
"418.09132","341221.99612","2162493.08226","2916677.1755","1938224.49094","3477738.9453","6729153.13454","6138366.06395","6959236.75679","1632433.75023","1572635.20664"
"418.21172","1307913.79286","1801973.22645","2144447.0002","1822637.83149","1710426.96288","419320.5563","76298.33765","3959.69236",NA,NA
"418.22449","526095.61","1267829.65689","1866347.01474","1889549.46151","3663768.72367","83653627.06684","190792608.38391","342283917.12458","335696025.54943","321980584.92516"
"418.23639","348016.23","476324.68817","440464.13594","379341.65039","444510.61007","317243.69183","413715.37049","284411.45785","100748.77559","222002.07317"
"418.18042","1000374.29297","1247913.29188","1034296.14311","1337394.83419","1231146.98563","1344021.09959","1304189.21573","1517275.83767","1142318.44978","909552.21713"
"418.27057","3958323.89928","3819596.63109","4821956.02988","3732625.23871","4578656.85054","2931653.29119","2083023.16073","1072415.25538","453551.28018","90854.29595"
"418.38996","3510840.95827","1413126.63009","1498477.39295","2496535.94663","3981084.63426","911128.41394","2238678.83974","4540148.73244","1466705.96187","5919558.81097"
"418.38961","1049253.34904","170736.80495","127956.70773","86239.6585","276564.26654","169527.35947",NA,NA,NA,NA
"418.96858","1855323.44092","2643035.68861","2185856.50612","2353708.85511","2107090.61752","912038.81699","1946782.1887","1564609.92833","1740642.8918","2152778.82674"
"418.98769","19286829.18115","21605379.11465","21270415.29366","21066996.64842","21367196.93686","59634464.91691","36372053.93728","14058712.77695","171492.36591","293641.31823"
"418.98783","594500.11851","1746140.33253","3364651.59925","3127668.56451","5542306.38409","89495513.76174","89166487.66959","88293728.13638","90717104.15822","88043873.81109"
"419.23168","1099611.92572","1222048.98901","1069933.2758","1164505.15149","1219195.83359","1039638.02535","1053700.86354","1089451.7452","1027371.05046","1037677.05547"
"419.20742","165827.32501","70318.17964","158486.71969","165902.42659","163038.34777","141101.64147","138956.03786","174529.52431","171756.40769","131337.85301"
"419.17472","3083154.67764","2866983.08335","2556399.81777","2522848.58136","2389876.06911","3003949.96367","2952121.68833","2993411.72779","3238982.13807","3213785.25706"
"419.15287","1065182.13747","1174271.48381","1166480.4076","1384213.65933","1234354.69975","703013.37229","434854.29267","145184.34672","82579.76302","16193.54641"
"419.23271","5305692.29663","3703971.40806","2718600.23026","2415364.60119","1299154.28146","12129.02758",NA,NA,NA,NA
"419.20928",NA,NA,NA,"31399.45029",NA,"625741.51827","1006300.64104","705624.72624","1193740.46591","1504237.56094"
"419.19984","733706.61015","2064507.03424","1593811.57185","1550265.79131","1120390.0419","951418.97794","533912.96316","108539.46514","9889.08884",NA
"419.15244","121340.77353","203547.85243","362497.90169","200992.84977","435137.89796","1163542.83834","1212895.90962","1132735.32168","1186651.51608","1152155.23332"
"419.21016","561132.4801","474689.37868","624021.6066","520424.82317","226297.09117","219787.89765","86396.39562","23768.86074",NA,NA
"419.21955","262246925.15759","314381622.24366","336472803.35125","303932187.41621","305143860.69218","69762796.18236","14598195.85725","2129583.03399","224605.48938","258536.67984"
"419.17415",NA,"221104.05243","462012.17359","707369.71904","1321086.1788","5465196.97423","5032877.7884","5419582.88596","3137858.1962","897807.69138"
"419.22746","1182415.06834","5897868.06329","9195166.33205","8269023.73213","12387315.13071","105746059.39359","84835822.83523","89948139.93513","19731814.31626","2368519.31539"
"419.25502","303488.01289","298911.70751","273441.68208","282855.7722","279535.31164","246463.0735","215738.79271","213732.6935","187008.70906","171840.60331"
"419.35293","166840.72947","326797.74463","234197.19416","250275.33315","227331.75905","111263.9897","76034.13756","66668.7957","132757.25844","71244.70633"
"419.25591","120523.16736","149048.25863","177402.65178","194466.0453","213458.95595","73618.19269","139169.41751","83828.16463","193407.10937","107074.65699"
"419.39333","829073.5623","241383.79019","331886.54864","563617.73208","995394.78233","185210.3871","542191.60745","1128890.18296","282483.83778","1509601.30033"
"419.38506","1037169.74064","74560.56895","52090.93529","39605.64888","139531.08617","5791.45702",NA,NA,NA,NA
"419.99132","3668407.29351","4015621.41658","4022128.41849","4043400.46501","4016678.93048","4896097.82043","5873818.66553","2367739.57368","156862.9988","158820.78021"
"419.99115","79317.93903","309232.05674","592720.63369","103566.26417","297732.78379","17178043.15062","17119033.26488","16888071.43671","17521879.45999","16949302.47013"
"420.10141","137606.2955","98003.3755","119685.60672","112534.97238","98053.99844","110040.42832","122651.6954","51035.10303","61449.90525","67576.0386"
"420.12415","295414.31266","272251.60952","415824.40836","480347.4006","268220.22073","371102.55574","328749.19443","340050.16191","509143.80976","356369.55777"
"420.11093","369129.83042","1041501.08496","203247.12883","598267.07897","1128704.6955","1128111.52165","582705.80106","585557.21035","291302.31071","314152.1045"
"420.17491","505628.74646","562067.65314","506853.39491","495319.99029","441562.69478","535341.42316","440528.41462","463612.1124","489074.74579","349206.24662"
"420.16747","907893.69489","528617.43413","581627.46713","711859.88891","617373.31178","551529.15303","705112.73111","704230.80107","608717.48464","642824.69913"
"420.16699","443933.20557","385844.33063","450745.01998","374185.41481","439289.79255","519113.92202","473388.10565","497289.34672","422098.17675","460862.8052"
"420.15635","255741.48596","295281.93095","294984.98067","369800.96382","289603.78755","280590.7593","254718.90621","257048.73352","120253.09601","168071.37777"
"420.1928","5106187.10039","4710827.46586","4438735.57525","4517876.70728","4453783.90849","5963995.98162","4267021.77013","4731255.87618","4562664.3411","4320062.01718"
"420.19247","2193407.14307","2154770.04589","2430642.80661","2146963.55388","2093231.42212","1603390.38292","1466166.47117","565573.23892","826281.33385","381855.39493"
"420.16107","558005.43823","707752.78992","645642.89412","614189.6048","825920.49211","530484.81354","6744.41474",NA,NA,NA
"420.22916","2779487.43245","4978613.07745","3752733.50882","3644989.01148","11406166.91584","271653658.97025","221796940.63045","245579922.15525","83536861.60074","35566199.54631"
"420.19264","724267.75883","1126080.16308","1522726.8277","1213086.30426","1408269.38956","2066262.20593","2014368.53587","1835031.96076","1897224.05575","1860689.8563"
"420.15128","6193399.4814","6311084.93587","6110553.43506","6273629.10633","5098353.92713","3642956.52767","2950378.03488","1580042.14389","1326378.29362","480236.96077"
"420.15134","420592.2384","873031.42254","767589.34181","761017.83721","832373.59677","465335.75664","591561.87548","443910.77642","145823.02235","136933.91697"
"420.16808","6424.46391","9593.77317","14118.0154","8253.16778","39767.55465","175920.58208","96932.64581","161736.12069","131136.81094","117820.13747"
"420.16134",NA,NA,NA,NA,NA,NA,NA,"470248.10803","865550.509","1218014.66558"
"420.22901",NA,NA,"15282.17037","24689.03209",NA,"6997477.22283","9496586.39581","9663769.18354","9663319.0323","9625295.46614"
"420.33287","1390182.97323","1009332.24233","1224714.13436","1363675.33451","1221008.36407","1140561.48216","1129620.45913","1120748.85492","1135698.97035","1179084.72464"
"420.15141","8024418.21153","8968052.07808","8966859.8671","8691027.21762","8673748.25177","9665519.30411","10543716.25306","11303952.44775","11797426.96818","12271439.16323"
"420.15174","2326611.31969","4396996.68208","5027905.24285","3117716.98383","555967.14015","8115614.04491","6165625.53691","6551637.79599","688262.52311","646686.13251"
"420.40545","1200033.59402","1519493.30934","2409814.5225","2382446.88871","2428672.02842","1012776.07538","953340.66739","819030.04817","1131543.01611","599722.37921"
"420.98442","98579.58374","321924.74029","559378.4776","293935.03188","478474.94954","18474654.43043","18321549.82009","18191474.27391","18637347.30208","18069902.42033"
"421.10512","11569448.83496","11916310.096","13452207.09884","11687265.38815","13408119.90859","11330283.30147","11315772.03602","11584053.99978","11883081.72345","12169438.3134"
"421.21271","1469739.93503","1657034.33962","1439607.53471","1422463.80551","1570132.2929","1505675.80766","1424024.96883","1319263.99554","1269327.32901","1299553.7857"
"421.2041","1080985.49845","878747.29229","779540.66322","791237.59282","1019986.39298","1074618.65084","923350.53219","926089.2158","870362.13114","868677.2418"
"421.15495","1137089.40707","1691043.73476","1590298.46343","603060.13291","1735329.50936","2126782.37367","2326889.07867","2395474.10578","2579922.20807","2712719.32255"
"421.22436","199178.93979","808629.42525","964651.28383","943760.63713","1249077.1325","1024532.96094","119034.37921","7663.60241",NA,"133636.98173"
"421.14947","419148.42347","360226.97165","350746.67966","422030.94843","328504.20044","184830.66179","264454.47168","1645165.2418","1615287.47993","1548247.95075"
"421.18143","1410351.07328","1210386.39667","1061535.68528","1313444.45067","1124871.19625","21033.00922",NA,NA,NA,NA
"421.07874",NA,NA,NA,NA,NA,"4128230.15417","4853017.59642","151558139.82447",NA,NA
"421.23251493",NA,"45572.01176","52333.3927","101890.37692","209820.07294","2860197.79015","2874110.5659","2539160.34679","2520044.22154","2600521.45649"
"421.33155","257527.23366","371602.48998","252972.04026","199461.84023","195261.09151","373609.14026","245393.29589","175560.78174","242420.03576","218339.76155"
"421.2327","534046.69378","212975.75954","149858.56743","267260.24131","233079.2222","7855.73372","16646.77013","10153.48622","8438.6964","3728.37041"
"421.36414","1948327.74639","712452.57174","2708813.3213","151846.64248","269263.55058",NA,"48684.11903",NA,NA,NA
"421.36458","1358.97267","1776.14218","129588.97733",NA,"39691.62592","2419.40973","666450.3779","1064829.93045","5582.13561","218994.05407"
"421.28309","350956.71703","433027.98876","333978.00403","294788.53692","425076.17973","395987.55982","280072.43634","230347.95455","303102.01746","128162.60312"
"421.37971","1063414.53773","21321.43989","193482.04297","532765.01725","48613.3322","519562.3789","111192.15531","177395.53054","388754.09484","1050661.72361"
"421.98825","697876.79951","811605.17473","848838.85417","780602.61657","819813.11732","1379328.02127","675026.13012","139429.73279","13838.10261","1834.05782"
"421.98814","9496.37646","30458.25641","85308.01094","25338.54263","27177.00978","3614386.95005","3464088.81318","3529903.18755","3593164.58383","3517835.39103"
"422.07198","1597065.91482","1844401.62302","1536185.69432","1610791.94234","1929087.72634","1794821.52958","1552532.19076","1600318.47366","1639112.28802","1586529.34744"
"422.15221","159062.89499","140812.64324","140710.77382","144599.34469","148701.86687","147168.49356","135672.38666","104247.41933","106683.90165","164750.66206"
"422.16066","2265003.56175","2150540.16083","1039766.95697","2137617.14198","2738168.36794","1914479.53913","2392688.83082","925208.71496","2060547.88713","1518282.03964"
"422.20826","2344694.07053","2327884.99566","1478222.48637","2272601.32802","2056569.84263","1987939.9887","1999175.43343","1792501.94624","1720791.19609","1435672.64462"
"422.23058","373117.4884","616638.97347","489906.74462","630530.94635","499578.00607","700634.39936","713212.03387","662765.95446","737794.1412","427785.12652"
"422.09952","9336.24075","62801.3882","103308.36081","103975.76206","209960.69904","499413.64346","290881227.05369","222359.31625","599986.35927","656073.13825"
"422.364","490040.71945","832753.30047","347477.87318","742579.16934","176830.40787","863962.27012","518594.15314","664422.87335","1183034.23962","437897.77783"
"422.25581","5294233.58531","6039982.68429","5403410.09137","5273022.60145","4959071.70964","5204081.27729","5108527.95644","5314253.61439","5500599.85739","5622288.41928"
"422.32485","116266.45527","402873.5186","221136.47912","211704.85581","312948.41863","365397.07744","258624.64941","286506.87445","323965.87788","413952.92319"
"422.15638","109094.69386","130263.42673","173036.25311","156918.64466","155976.51778","156175.8038","130365.25613","123312.47706","171372.21592","177647.33869"
"422.30644","289137.11975","424680.94282","368468.15948","429169.0181","324925.26756","272734.28576","318792.3431","320086.41097","404054.59746","306011.10084"
"422.34817","293073.78916","291914.29651","297379.45792","247278.42123","169628.9119","80132.43306","163073.60517","151191.01722","129951.68443","118271.0736"
"422.98082",NA,NA,NA,NA,"6699.16801","1150604.29104","1113920.41316","1209170.95855","1308060.49818","1203838.82555"
"423.00901","1728099.69945","1824990.25574","1600666.88099","1655337.34062","1872801.53274","1596198.65054","1505336.45327","1543257.7058","1511427.02519","1568331.34237"
"423.10737",NA,"263184.50811","371887.17037","10221.18187","46019.84938","148964.12349","176542.28388","336576.40887","266208.93967","275495.33311"
"423.23108","4334666.77043","731838.68148","1144526.26289","1381957.95417","1119749.25797","2467416.86161","1484869.87994","1373027.27745","1251622.14308","2388827.83404"
"423.12983","98041.36357","143723.23363","128442.13238","71289.85411","97558.21371","183022.88418","159656.40276","59775.31606","104474.08748","75478.85646"
"423.21789","4726593.24658","4547290.09297","4504621.40319","4474806.0706","4379455.06118","4272275.70813","3083614.53439","1932935.55321","1893181.66099","2140005.8742"
"423.21469","1858821.13369","1786871.12219","1500809.05542","1380438.10509","1171223.09681",NA,NA,NA,NA,NA
"423.25002","103162.80343","114622.27438","37986.05021","17317.32432","21960.6499","24260.71369","41463.04729","188453.60197","148347.68044","139802.32543"
"423.21815","149642.07233","1625789.67647","1749480.07407","589424.81572","1709502.73593","3028732.30675","3775825.27517","4165248.7152","4506979.82083","4771229.78255"
"423.11314","39055.20326","67576.15455","219823.53319","193077.67034","252437.55613","88192.93391","3003266.52569","8061477.38132","110993718.89086","109608272.0156"
"423.21491",NA,NA,NA,NA,NA,"900467.10866","1447072.54688","1076622.47759","478876.74308","6441.99846"
"423.2758","626921.93931","308753.6946","418077.31661","416839.39195","514098.47318","1038548.35194","856011.57403","890646.84435","885271.67299","966845.49022"
"423.35898","1942375.74991","492453.51535","1228887.50244","888037.50015","533736.23478","3584122.86504","542763.59462","1742677.58212","1305370.52818","540112.69705"
"423.35899","981627.52668","550651.71066","607489.3883","922791.03226","597553.25859","1830635.08442","619953.26102","1818365.82861","1287268.68469","643513.07054"
"423.25137","425369.42604","660958.01957","561282.19335","564916.22278","605205.84772","178238.98779","25202.94973",NA,NA,NA
"423.25941","580829.06078","1009486.37732","935338.17058","987421.96098","1136575.23975","1129296.94157","1138936.61729","1117942.68714","1046375.14715","949513.75107"
"423.25148","1076.12243","39093.03778","84370.37757","75193.68373","189052.42055","570541.5358","504549.09766","571796.65947","198484.80505","43666.36565"
"423.29713","230187.99379","114151.36159","229775.50255","206461.02271","127480.51239","174659.71885","261657.90533","258047.98344","282595.00977","357669.68002"
"423.71943","576211.44591","652733.98441","848213.32383","676326.6511","718297.75498","800715.14907","1042191.23462","553152.39761","735158.12883","450737.0142"
"423.74671","6467229.17668","15935436.15316","21234322.75586","20900683.14254","36324435.47479","81945332.15817","133359257.76887","141639382.00392","145250722.00774","148880282.26287"
"423.98557",NA,NA,NA,NA,NA,"247120.13624","201350.48227","108647.12754","41188.08421","242625.40334"
"424.01812","326380.37738","343838.73789","259870.55242","257436.45241","280717.57341","351026.82061","219473.11498","257561.45137","296506.78447","316068.67383"
"424.01196","204344.386","221791.93691","235530.6428","190408.83813","246712.16069","228450.27223","235505.57552","226901.71211","244282.54752","240306.55102"
"424.08695",NA,"11966.71355","72795.40012","30011.94595","134140.79817","579724.47271","1053488.99779","1056949.29121","974148.61548","1126995.95273"
"424.22393","2305090.48624","2181100.29562","2098080.2464","2158695.2766","2041951.40041","1100549.05885","1039195.94977","1359331.43188","1526709.97318","1687677.08284"
"424.16733","14266.59426","7240.61482","16248.1099","90622.42191","20825.87982","1115052.76097","1420603.96901","1345363.05131","1356559.68399","1392759.06421"
"424.19069","881042.84473","968238.69456","919934.87568","911906.45058","1033617.58554","355668.52069","120249.45803","11692.10536",NA,NA
"424.24634",NA,NA,NA,NA,"3840.21282","22974.12208","193201.69731","2571766.67171","5456430.02685","5768769.5633"
"424.24648","554876.38141","2547381.64839","2599016.41186","2641269.11185","2035655.2604",NA,NA,NA,NA,NA
"424.16703","238137.75937","288326.95944","42012.08915","131897.59041","36966.01598","24996165.12053","24296432.09174","21342596.43755","18972155.98253","19256609.69325"
"424.24797","1414461.22659","3008649.03718","3183750.94008","5102324.01855","8843822.0445","22162087.40106","38078556.37602","41335933.29274","40322166.83582","40480447.78763"
"424.19061","4387.19663","33130.68645","45025.51854","34484.25024","161912.94284","996821.75178","1023170.47962","820828.81244","465140.12488","231890.76515"
"424.16952","51682593.76011","134521822.01387","185213470.69055","160928846.7777","183382259.38705","216674315.36714","250951225.05494","243596902.73576","33704296.3202","59193328.49678"
"424.30653","553897.15441","494943.90218","469046.92641","310764.55447","423742.32784","374961.17244","555867.64811","343663.41804","262481.57969","424763.18141"
"424.29631",NA,NA,NA,NA,NA,"63533.09643","98463.92385","78142.80112","37081.25372","18078.7342"
"424.66342","245364.04975","171790.32683","197334.77248","238112.8257","191453.40836","217410.52676","222048.38128","216806.83474","294154.50381","269062.46293"
"424.74958","199964.24791","645581.12016","1084300.93152","826207.93649","1675880.72997","4035083.91525","6920012.62547","7640355.62324","7790411.01489","7889531.1268"
"425.00574","1126065.87827","1180946.73662","1090959.11986","1069351.51952","1171757.9441","1072021.20346","993557.41125","996001.8734","999041.22091","1024065.23415"
"425.11714","1814943.9312","1688292.20319","1788876.45629","1578771.54788","1598534.46137","1606038.39262","1803650.9931","1624820.52738","1671515.14746","1771197.6745"
"425.01128","8591691.92261","18582159.99124","20603676.96978","18305479.61973","17307464.00213","108698.15494",NA,NA,NA,NA
"425.12702","1214183.64375","841944.84557","561116.88466","606930.53555","302748.01317","386944.01195","656524.44495","1372545.79094","1608260.07196","1825392.65775"
"425.21911","2460959.0281","2792592.61405","2242429.39079","2281301.74184","2181223.92677","2077787.72837","2028744.11094","2111511.48836","2275232.96064","2159057.5653"
"425.20675","2883350.69586","2748664.60475","2831901.17054","2470095.91981","2069082.92272","54617785.47652","627860.09733","57758277.43809","834553.49061","60589644.5768"
"425.22329","480305.43246","415359.70566","259412.82384","502690.901","495397.63848","548754.31187","437189.66505","422550.81336","341015.41916","317817.55113"
"425.20004","418566.03123","403008.8271","421599.58525","464799.34916","340940.76083","401248.17209","441808.59995","483641.09413","411266.73723","445623.15488"
"425.23621","1897750.11179","1960786.72991","2226711.3606","1897280.22817","1943226.4728","2040108.10893","2009042.84477","1751681.60263","1819141.51719","1836161.42566"
"425.24421","140876294.31985","98324024.1886","109902032.26744","141901840.59964","141337183.144","125732773.00443","142650304.99335","145683918.57165","118643483.98221","145786568.77125"
"425.37461","254807.26075","82830.09609","111784.89584","140783.67789","169270.23725","304642.2037","147207.66347","387895.61135","284475.26169","221772.76952"
"425.25066","155196.61856","235298.17164","405220.16552","448819.9722","730277.13379","1668725.7598","1829790.25503","1802341.78709","765987.97942","364008.92705"
"425.28821","936499.20363","1093737.51417","853927.49764","874082.84409","850095.419","1231017.41326","777097.30441","808352.20228","899967.08317","776290.2495"
"426.01504","167761.60691","181961.29291","137130.19469","140114.05291","62239.7235","199893.08903","111518.65697","160112.72755","161677.94508","173756.25236"
"426.07165","211890.34909","398298.05024","335682.75688","423376.98858","358903.30085","101765.18898","34972.99787","64244.10486","129645.45745","212182.61125"
"426.0088","161319.03162","104064.0979","77327.18078","107167.37833","104158.70035","74932.02292","88612.69574","55966.88957","109910.30891","83140.76225"
"426.01486","1676770.20891","3865318.04834","4256172.81307","3798487.37382","3488717.68616","46355.31009",NA,NA,NA,NA
"426.16829","965044.54338","2107016.64355","2071599.97385","2163100.32292","2205577.85902","2187528.03147","2436151.87009","2249151.72272","2201847.92322","2236604.36051"
"426.21762","1603471.97574","1470222.26427","1507552.52498","1443716.39427","1312501.04731","1160439.95639","1270280.48272","1194917.85162","1327487.78859","1541150.08106"
"426.14454","247559.81","427960.4048","242238.84976","311750.72722","220839.15906","351529.92505","361172.31328","342810.21291","346940.0969","400896.82162"
"426.36934","2151778.31656","126614.10431","387259.37364","794780.51723","308432.66626","964504.71649","444473.50743","410228.28712","591662.73621","304032.44088"
"426.30098","2542301.01974","2426893.02585","2379692.97313","1096425.9461","2402275.92968","2599623.14168","1843554.66599","1586277.37362","863057.32118","526015.3658"
"426.3011","574676.42054","1355054.87774","1428135.04999","1489309.22328","1329694.38056","2263694.40145","2416804.26117","2313480.67918","2343217.18581","2370153.56402"
"426.25625",NA,NA,NA,NA,NA,"96082.89044","195293.37453","235004.54032","571943.43855","517449.24211"
"426.25554","599355.29416","575910.63217","502111.72031","536683.37829","578930.54544","123414.81299","17747.73814","2023.77407",NA,NA
"426.37009","1688458.57468","79718.04074","565770.70224","767926.42926","180574.8182","1380598.30285","789247.27588","724268.71156","806644.50561","1241725.70374"
"427.12395","33340.81533","81398.25513","74114.25806","188802.77088","36289.74816","37840.65118","140941.57894","348250.42332","396872.95647","407822.59508"
"427.06909","561629.01061","1067476.67354","941920.03236","466786.68725","1032240.05609","223474.00484","14469.33614",NA,NA,NA
"427.05672","2552162.99131","11109738.99273","18137072.84937","12956609.84238","24234443.11879","83945409.61374","104405614.34813","92290634.39554","94516041.71873","95348359.20509"
"427.20199","1445674.76145","1641823.16933","1470047.92501","1392082.05583","1646861.96153","1522485.55241","1424966.21079","1431062.80862","1407953.66089","1428899.40027"
"427.2148","17787671.03142","15883341.67709","15528769.07211","14829228.97719","14343805.45205","64313649.26554","62501462.54584","64093330.11322","64681644.52768","65733953.42182"
"427.16356","844157.15277","771992.44077","663603.48219","484690.1344","496230.50881","263810.58509","215348.30507","1317715.60966","95746.74504","1792195.44177"
"427.22341","1157881.28443","1028374.98888","487275.10643","956382.07363","809102.50138","1023309.99303","516818.79888","265688.96315","276175.61902","209014.12586"
"427.22392","107401.31952","158542.49573","225352.78393","104777.43356","274347.6273","845058.94966","926198.05486","1118102.38468","1033262.14761","1042111.41945"
"427.17727","671061.58273","709114.41861","576082.02562","560396.41351","513878.15185","405451.41379","559037.7832","559695.24488","577178.34546","563617.42839"
"427.34066","123696.14861","179595.12392","131302.39169","137842.93388","191039.9971","214449.13695","123345.16206","78371.24959","123529.34953","77499.11667"
"427.30463","392698.13281","604118.10207","594124.95116","490082.48244","516732.85507","481331.43697","353165.04974","240633.30555","113971.24883","876790.87022"
"427.24842","45971.1084","50783.24765","64774.53828","58966.1461","79124.57093","130857.34929","95537.89939","119073.80657","121784.13896","94380.87393"
"428.08819","1897466.27024","2335185.2336","1851235.65363","1797069.23723","2490794.47674","2444111.20378","1775040.00532","1862374.8999","2001151.79026","2004812.87003"
"428.07013","2164867.94219","2401102.44755","2211910.75119","1220776.82488","2177790.02977","2155818.42491","2222952.75922","2789609.71166","2300575.92634","2321050.3587"
"428.1228","1300832.21816","1216507.05484","1314035.37259","1169571.56137","1085555.72047","1131416.80792","510693.4169","464912.69142","344101.31596","226612.30075"
"428.0599","4870353.90647","9391266.97683","11952297.41572","9812302.3458","12801221.01381","15979422.24924","20271833.72368","17810607.24646","16870638.53024","14493530.37801"
"428.13167","2387734.54284","2637481.18717","2476495.98511","2644285.56927","2680775.89674","2469142.04839","2722699.40084","2752992.90571","2355262.861","2809988.06691"
"428.20906","702029.1538","756168.60848","786118.8109","597020.27098","699609.76881","625965.16662","547241.85694","371002.23632","268993.00748","198047.83323"
"428.33798","8853057.69028","9247199.82025","8492044.44866","7995820.18829","8616343.69235","9135745.36764","8163340.45269","8003306.18591","8091531.25699","7870751.04816"
"428.32758","1208869.77258","1107453.97562","1818156.86791","846175.2741","1360199.75433","1390943.87701","1823571.62463","1276707.7758","1216807.02302","419158.23267"
"428.28183","2492759.73613","2306614.79625","2901356.36023","2495963.62732","2342547.43606","2530179.77798","1869350.68736","1124157.58712","706896.92088","305638.25582"
"428.31702","153539.32207","1159953.70786","1333541.44086","949942.58144","1602694.18361","3041798.96762","2696791.07139","2729295.69086","2959374.17285","2807564.1192"
"428.28189","912603.05151","1442820.83426","2024874.91873","1735909.34734","1795943.0815","3034007.09266","2942720.479","2215758.2732","2061697.71004","1717902.46395"
"428.41064","844712.09357","860630.21822","2185241.76887","134542.45509","621673.63027","60996.56358","517348.20966","705187.13803","64987.03962","241528.38978"
"428.98219","27131965.21248","28867152.55552","29069866.95954","28383018.9899","28479427.9729","12230428.54421","7217478.40499","2154466.74811","30186.15602","69323.87836"
"428.98241","137795.82459","2761501.33833","4971585.26785","5385911.07247","8215448.05081","27239504.76199","30844238.84735","29027778.25659","1407837.07176","9720405.76833"
"429.05748","968370.73997","1169743.19484","1021031.01922","855296.96529","1290637.56371","1161857.81553","737431.53925","929833.45242","690732.74059","841673.69851"
"429.09656","182338.87565","188716.13357","164219.58531","188651.90726","166705.12749","223818.37601","153483.60312","182552.7707","173352.70646","171178.98972"
"429.08255","7684758.76007","17718598.93166","15627040.59928","14696346.99686","15265675.68123","18098363.13378","21844565.64036","15113026.13104","15577033.99036","38931273.44678"
"429.05333","17067308.88923","33206450.2079","42909903.87995","34388434.913","45092081.04023","55716642.22433","69596090.30314","61125022.88343","60085446.22545","49714953.26398"
"429.13233","60669.17573","98173.07311","73962.35036","84608.40764","98671.86304","67808.90943","62218.51636","120071.00571","141946.69309","125804.22131"
"429.12536","678110.87492","759244.52348","613857.95746","631542.43861","616496.84354","742613.6445","619309.37053","657725.63085","645847.77753","666484.34901"
"429.10626","68465.36036","31079.45244","126767.69294","256696.35237","207392.693","115872.58007","628427.18482","701828.03429","273352.53741","106143.04374"
"429.19173","303651.16462","488819.68817","772298.72585","676986.84384","679259.48866","963725.0525","1347554.06053","1348397.90716","1377515.75182","1436765.47008"
"429.20415","1277489.39035","1413222.57593","1093712.36456","1395009.91737","1145775.34309","1045622.89371","1428140.66569","913920.9212","549283.45878","1431100.16459"
"429.19195","1232639.59173","109858672.58089","105472233.56611","112448401.7378","110464002.4158","1909415.82079","2275956.03263","2174843.10714","2544137.65882","2307797.75352"
"429.34866","509970.5064","748620.98995","667193.11559","542538.9711","605578.32369","593098.35499","612088.25375","571595.64741","554237.35355","468532.81572"
"429.95114","176807.00067","197345.35845","360971.29005","242100.04568","366731.2031","167707.30523","287523.42959","247827.21808","267057.02752","219707.38359"
"429.98567","4871534.95461","5221826.18011","5247363.64174","5197761.89243","5111720.84935","2228233.69614","1318061.64992","192759.55875","16607.29136","4424.02032"
"429.98582","253917.57231","1792764.45951","2579378.24443","2653336.41981","3285448.60609","5020609.22915","5709154.97248","5344980.72323","1262315.20009","2888707.0649"
"429.98698","496799.86939","571572.41607","490100.98782","558328.45914","600675.53953","509647.13919","466234.41213","427247.03118","720658.08164","440517.49486"
